"","feature_set","num_features","accuracy","resample","problem","classifier"
"1","catch22",22,0.72,1,"ECG200","svm"
"2","feasts",39,0.78,1,"ECG200","svm"
"3","tsfeatures",59,0.8,1,"ECG200","svm"
"4","TSFEL",143,0.8,1,"ECG200","svm"
"5","Kats",36,0.82,1,"ECG200","svm"
"6","tsfresh",517,0.89,1,"ECG200","svm"
"7","quantiles",101,0.75,1,"ECG200","svm"
"8","FFT (Mag^2 + Angle) + quantiles",199,0.82,1,"ECG200","svm"
"9","catch22",22,0.8,2,"ECG200","svm"
"10","feasts",39,0.78,2,"ECG200","svm"
"11","tsfeatures",59,0.75,2,"ECG200","svm"
"12","TSFEL",143,0.87,2,"ECG200","svm"
"13","Kats",36,0.81,2,"ECG200","svm"
"14","tsfresh",518,0.84,2,"ECG200","svm"
"15","quantiles",101,0.8,2,"ECG200","svm"
"16","FFT (Mag^2 + Angle) + quantiles",199,0.85,2,"ECG200","svm"
"17","catch22",22,0.77,3,"ECG200","svm"
"18","feasts",39,0.81,3,"ECG200","svm"
"19","tsfeatures",59,0.83,3,"ECG200","svm"
"20","TSFEL",143,0.86,3,"ECG200","svm"
"21","Kats",35,0.86,3,"ECG200","svm"
"22","tsfresh",523,0.87,3,"ECG200","svm"
"23","quantiles",101,0.79,3,"ECG200","svm"
"24","FFT (Mag^2 + Angle) + quantiles",199,0.83,3,"ECG200","svm"
"25","catch22",22,0.71,4,"ECG200","svm"
"26","feasts",37,0.78,4,"ECG200","svm"
"27","tsfeatures",59,0.76,4,"ECG200","svm"
"28","TSFEL",144,0.87,4,"ECG200","svm"
"29","Kats",36,0.78,4,"ECG200","svm"
"30","tsfresh",517,0.84,4,"ECG200","svm"
"31","quantiles",101,0.8,4,"ECG200","svm"
"32","FFT (Mag^2 + Angle) + quantiles",199,0.81,4,"ECG200","svm"
"33","catch22",22,0.75,5,"ECG200","svm"
"34","feasts",39,0.8,5,"ECG200","svm"
"35","tsfeatures",59,0.85,5,"ECG200","svm"
"36","TSFEL",144,0.81,5,"ECG200","svm"
"37","Kats",36,0.81,5,"ECG200","svm"
"38","tsfresh",516,0.85,5,"ECG200","svm"
"39","quantiles",101,0.81,5,"ECG200","svm"
"40","FFT (Mag^2 + Angle) + quantiles",199,0.84,5,"ECG200","svm"
"41","catch22",22,0.81,6,"ECG200","svm"
"42","feasts",39,0.86,6,"ECG200","svm"
"43","tsfeatures",59,0.83,6,"ECG200","svm"
"44","TSFEL",143,0.83,6,"ECG200","svm"
"45","Kats",35,0.82,6,"ECG200","svm"
"46","tsfresh",522,0.9,6,"ECG200","svm"
"47","quantiles",101,0.81,6,"ECG200","svm"
"48","FFT (Mag^2 + Angle) + quantiles",199,0.84,6,"ECG200","svm"
"49","catch22",22,0.72,7,"ECG200","svm"
"50","feasts",39,0.83,7,"ECG200","svm"
"51","tsfeatures",59,0.82,7,"ECG200","svm"
"52","TSFEL",143,0.85,7,"ECG200","svm"
"53","Kats",35,0.77,7,"ECG200","svm"
"54","tsfresh",523,0.85,7,"ECG200","svm"
"55","quantiles",101,0.75,7,"ECG200","svm"
"56","FFT (Mag^2 + Angle) + quantiles",199,0.85,7,"ECG200","svm"
"57","catch22",22,0.76,8,"ECG200","svm"
"58","feasts",39,0.82,8,"ECG200","svm"
"59","tsfeatures",59,0.82,8,"ECG200","svm"
"60","TSFEL",144,0.75,8,"ECG200","svm"
"61","Kats",36,0.76,8,"ECG200","svm"
"62","tsfresh",518,0.8,8,"ECG200","svm"
