"","feature_set","num_features","accuracy","resample","problem","classifier"
"1","catch22",22,0.9,1,"BeetleFly","xgboost"
"2","feasts",37,0.9,1,"BeetleFly","xgboost"
"3","tsfeatures",59,0.9,1,"BeetleFly","xgboost"
"4","TSFEL",144,0.9,1,"BeetleFly","xgboost"
"5","Kats",36,0.8,1,"BeetleFly","xgboost"
"6","tsfresh",729,0.85,1,"BeetleFly","xgboost"
"7","quantiles",101,0.75,1,"BeetleFly","xgboost"
"8","FFT (Mag^2 + Angle) + quantiles",301,0.8,1,"BeetleFly","xgboost"
"9","catch22",22,0.8,2,"BeetleFly","xgboost"
"10","feasts",37,0.8,2,"BeetleFly","xgboost"
"11","tsfeatures",59,0.9,2,"BeetleFly","xgboost"
"12","TSFEL",144,0.9,2,"BeetleFly","xgboost"
"13","Kats",36,0.85,2,"BeetleFly","xgboost"
"14","tsfresh",729,0.7,2,"BeetleFly","xgboost"
"15","quantiles",101,0.75,2,"BeetleFly","xgboost"
"16","FFT (Mag^2 + Angle) + quantiles",301,0.7,2,"BeetleFly","xgboost"
"17","catch22",22,0.9,3,"BeetleFly","xgboost"
"18","feasts",37,0.9,3,"BeetleFly","xgboost"
"19","tsfeatures",59,0.9,3,"BeetleFly","xgboost"
"20","TSFEL",144,0.95,3,"BeetleFly","xgboost"
"21","Kats",36,0.95,3,"BeetleFly","xgboost"
"22","tsfresh",730,0.8,3,"BeetleFly","xgboost"
"23","quantiles",101,0.8,3,"BeetleFly","xgboost"
"24","FFT (Mag^2 + Angle) + quantiles",301,0.75,3,"BeetleFly","xgboost"
"25","catch22",22,0.85,4,"BeetleFly","xgboost"
"26","feasts",37,0.95,4,"BeetleFly","xgboost"
"27","tsfeatures",59,0.95,4,"BeetleFly","xgboost"
"28","TSFEL",144,0.85,4,"BeetleFly","xgboost"
"29","Kats",36,0.9,4,"BeetleFly","xgboost"
"30","tsfresh",729,0.9,4,"BeetleFly","xgboost"
"31","quantiles",101,0.75,4,"BeetleFly","xgboost"
"32","FFT (Mag^2 + Angle) + quantiles",301,0.9,4,"BeetleFly","xgboost"
"33","catch22",22,0.75,5,"BeetleFly","xgboost"
"34","feasts",37,0.85,5,"BeetleFly","xgboost"
"35","tsfeatures",59,0.85,5,"BeetleFly","xgboost"
"36","TSFEL",144,0.85,5,"BeetleFly","xgboost"
"37","Kats",36,0.85,5,"BeetleFly","xgboost"
"38","tsfresh",729,0.85,5,"BeetleFly","xgboost"
"39","quantiles",101,0.75,5,"BeetleFly","xgboost"
"40","FFT (Mag^2 + Angle) + quantiles",301,0.85,5,"BeetleFly","xgboost"
"41","catch22",22,0.85,6,"BeetleFly","xgboost"
"42","feasts",37,0.95,6,"BeetleFly","xgboost"
"43","tsfeatures",59,0.9,6,"BeetleFly","xgboost"
"44","TSFEL",144,0.85,6,"BeetleFly","xgboost"
"45","Kats",36,0.8,6,"BeetleFly","xgboost"
"46","tsfresh",729,0.7,6,"BeetleFly","xgboost"
"47","quantiles",101,0.8,6,"BeetleFly","xgboost"
