"","feature_set","resample","problem","C"
"1148","Kats",8,"BeetleFly",2.78255940220713
"1149","tsfresh",8,"BeetleFly",0.0464158883361278
"1150","FFT (Mag^2 + Angle) + quantiles",8,"BeetleFly",0.0464158883361278
"1151","Quantiles",8,"BeetleFly",0.0464158883361278
"1152","FFT coef. (Mag^2 + Angle)",8,"BeetleFly",0.0464158883361278
"1153","catch22",9,"BeetleFly",1e-04
"1154","feasts",9,"BeetleFly",1e-04
"1155","tsfeatures",9,"BeetleFly",1e-04
"1156","TSFEL",9,"BeetleFly",0.00599484250318941
"1157","Kats",9,"BeetleFly",1e-04
"1158","tsfresh",9,"BeetleFly",21.5443469003188
"1159","FFT (Mag^2 + Angle) + quantiles",9,"BeetleFly",0.00599484250318941
"1160","Quantiles",9,"BeetleFly",0.0464158883361278
"1161","FFT coef. (Mag^2 + Angle)",9,"BeetleFly",1e-04
"1162","catch22",10,"BeetleFly",0.0464158883361278
"1163","feasts",10,"BeetleFly",1e-04
"1164","tsfeatures",10,"BeetleFly",1e-04
"1165","TSFEL",10,"BeetleFly",1e-04
"1166","Kats",10,"BeetleFly",0.359381366380463
"1167","tsfresh",10,"BeetleFly",1e-04
"1168","FFT (Mag^2 + Angle) + quantiles",10,"BeetleFly",2.78255940220713
"1169","Quantiles",10,"BeetleFly",0.000774263682681127
"1170","FFT coef. (Mag^2 + Angle)",10,"BeetleFly",166.810053720006
"1171","catch22",11,"BeetleFly",1e-04
"1172","feasts",11,"BeetleFly",1e-04
"1173","tsfeatures",11,"BeetleFly",1e-04
"1174","TSFEL",11,"BeetleFly",1e-04
"1175","Kats",11,"BeetleFly",0.359381366380463
"1176","tsfresh",11,"BeetleFly",1e-04
"1177","FFT (Mag^2 + Angle) + quantiles",11,"BeetleFly",0.00599484250318941
"1178","Quantiles",11,"BeetleFly",0.0464158883361278
"1179","FFT coef. (Mag^2 + Angle)",11,"BeetleFly",1e-04
"1180","catch22",12,"BeetleFly",1e-04
"1181","feasts",12,"BeetleFly",0.359381366380463
"1182","tsfeatures",12,"BeetleFly",1e-04
"1183","TSFEL",12,"BeetleFly",1e-04
"1184","Kats",12,"BeetleFly",0.000774263682681127
"1185","tsfresh",12,"BeetleFly",1e-04
"1186","FFT (Mag^2 + Angle) + quantiles",12,"BeetleFly",0.00599484250318941
"1187","Quantiles",12,"BeetleFly",0.0464158883361278
"1188","FFT coef. (Mag^2 + Angle)",12,"BeetleFly",1e-04
"1189","catch22",13,"BeetleFly",1e-04
"1190","feasts",13,"BeetleFly",1e-04
"1191","tsfeatures",13,"BeetleFly",1e-04
"1192","TSFEL",13,"BeetleFly",0.00599484250318941
"1193","Kats",13,"BeetleFly",1e-04
"1194","tsfresh",13,"BeetleFly",1e-04
"1195","FFT (Mag^2 + Angle) + quantiles",13,"BeetleFly",0.0464158883361278
"1196","Quantiles",13,"BeetleFly",0.0464158883361278
"1197","FFT coef. (Mag^2 + Angle)",13,"BeetleFly",1e-04
"1198","catch22",14,"BeetleFly",1e-04
"1199","feasts",14,"BeetleFly",0.359381366380463
"1200","tsfeatures",14,"BeetleFly",1291.54966501488
"1201","TSFEL",14,"BeetleFly",0.359381366380463
"1202","Kats",14,"BeetleFly",1e-04
"1203","tsfresh",14,"BeetleFly",166.810053720006
"1204","FFT (Mag^2 + Angle) + quantiles",14,"BeetleFly",2.78255940220713
"1205","Quantiles",14,"BeetleFly",0.359381366380463
"1206","FFT coef. (Mag^2 + Angle)",14,"BeetleFly",1e-04
"1207","catch22",15,"BeetleFly",1e-04
"1208","feasts",15,"BeetleFly",1e-04
"1209","tsfeatures",15,"BeetleFly",1e-04
"1210","TSFEL",15,"BeetleFly",0.00599484250318941
"1211","Kats",15,"BeetleFly",1e-04
"1212","tsfresh",15,"BeetleFly",2.78255940220713
"1213","FFT (Mag^2 + Angle) + quantiles",15,"BeetleFly",0.00599484250318941
"1214","Quantiles",15,"BeetleFly",1e-04
"1215","FFT coef. (Mag^2 + Angle)",15,"BeetleFly",0.0464158883361278
"1216","catch22",16,"BeetleFly",2.78255940220713
"1217","feasts",16,"BeetleFly",1e-04
"1218","tsfeatures",16,"BeetleFly",0.359381366380463
"1219","TSFEL",16,"BeetleFly",0.359381366380463
"1220","Kats",16,"BeetleFly",166.810053720006
"1221","tsfresh",16,"BeetleFly",2.78255940220713
"1222","FFT (Mag^2 + Angle) + quantiles",16,"BeetleFly",0.359381366380463
"1223","Quantiles",16,"BeetleFly",0.0464158883361278
"1224","FFT coef. (Mag^2 + Angle)",16,"BeetleFly",1e-04
"1225","catch22",17,"BeetleFly",2.78255940220713
"1226","feasts",17,"BeetleFly",0.359381366380463
"1227","tsfeatures",17,"BeetleFly",0.0464158883361278
"1228","TSFEL",17,"BeetleFly",1e-04
"1229","Kats",17,"BeetleFly",1e-04
"1230","tsfresh",17,"BeetleFly",0.00599484250318941
"1231","FFT (Mag^2 + Angle) + quantiles",17,"BeetleFly",1e-04
"1232","Quantiles",17,"BeetleFly",0.0464158883361278
"1233","FFT coef. (Mag^2 + Angle)",17,"BeetleFly",1e-04
"1234","catch22",18,"BeetleFly",1e-04
"1235","feasts",18,"BeetleFly",1e-04
"1236","tsfeatures",18,"BeetleFly",1e-04
"1237","TSFEL",18,"BeetleFly",0.00599484250318941
"1238","Kats",18,"BeetleFly",1e-04
"1239","tsfresh",18,"BeetleFly",1e-04
"1240","FFT (Mag^2 + Angle) + quantiles",18,"BeetleFly",1e-04
"1241","Quantiles",18,"BeetleFly",0.00599484250318941
"1242","FFT coef. (Mag^2 + Angle)",18,"BeetleFly",2.78255940220713
"1243","catch22",19,"BeetleFly",0.359381366380463
"1244","feasts",19,"BeetleFly",1e-04
"1245","tsfeatures",19,"BeetleFly",1e-04
"1246","TSFEL",19,"BeetleFly",1e-04
"1247","Kats",19,"BeetleFly",1e-04
"1248","tsfresh",19,"BeetleFly",1e-04
"1249","FFT (Mag^2 + Angle) + quantiles",19,"BeetleFly",0.00599484250318941
"1250","Quantiles",19,"BeetleFly",0.00599484250318941
"1251","FFT coef. (Mag^2 + Angle)",19,"BeetleFly",1e-04
"1252","catch22",20,"BeetleFly",1e-04
"1253","feasts",20,"BeetleFly",0.359381366380463
"1254","tsfeatures",20,"BeetleFly",1e-04
"1255","TSFEL",20,"BeetleFly",2.78255940220713
"1256","Kats",20,"BeetleFly",0.359381366380463
"1257","tsfresh",20,"BeetleFly",1e-04
"1258","FFT (Mag^2 + Angle) + quantiles",20,"BeetleFly",0.0464158883361278
"1259","Quantiles",20,"BeetleFly",21.5443469003188
"1260","FFT coef. (Mag^2 + Angle)",20,"BeetleFly",0.000774263682681127
"1261","catch22",21,"BeetleFly",1e-04
"1262","feasts",21,"BeetleFly",2.78255940220713
"1263","tsfeatures",21,"BeetleFly",1e-04
"1264","TSFEL",21,"BeetleFly",1e-04
"1265","Kats",21,"BeetleFly",1e-04
"1266","tsfresh",21,"BeetleFly",1e-04
"1267","FFT (Mag^2 + Angle) + quantiles",21,"BeetleFly",1e-04
"1268","Quantiles",21,"BeetleFly",0.00599484250318941
"1269","FFT coef. (Mag^2 + Angle)",21,"BeetleFly",1e-04
"1270","catch22",22,"BeetleFly",1e-04
"1271","feasts",22,"BeetleFly",1e-04
"1272","tsfeatures",22,"BeetleFly",2.78255940220713
"1273","TSFEL",22,"BeetleFly",1291.54966501488
"1274","Kats",22,"BeetleFly",1e-04
"1275","tsfresh",22,"BeetleFly",2.78255940220713
"1276","FFT (Mag^2 + Angle) + quantiles",22,"BeetleFly",2.78255940220713
"1277","Quantiles",22,"BeetleFly",0.359381366380463
"1278","FFT coef. (Mag^2 + Angle)",22,"BeetleFly",0.359381366380463
"1279","catch22",23,"BeetleFly",0.359381366380463
"1280","feasts",23,"BeetleFly",1e-04
"1281","tsfeatures",23,"BeetleFly",1e-04
"1282","TSFEL",23,"BeetleFly",1e-04
"1283","Kats",23,"BeetleFly",1e-04
"1284","tsfresh",23,"BeetleFly",0.0464158883361278
"1285","FFT (Mag^2 + Angle) + quantiles",23,"BeetleFly",1e-04
"1286","Quantiles",23,"BeetleFly",2.78255940220713
"1287","FFT coef. (Mag^2 + Angle)",23,"BeetleFly",1e-04
"1288","catch22",24,"BeetleFly",1e-04
"1289","feasts",24,"BeetleFly",1e-04
"1290","tsfeatures",24,"BeetleFly",1e-04
"1291","TSFEL",24,"BeetleFly",0.0464158883361278
"1292","Kats",24,"BeetleFly",1e-04
"1293","tsfresh",24,"BeetleFly",1e-04
"1294","FFT (Mag^2 + Angle) + quantiles",24,"BeetleFly",0.000774263682681127
"1295","Quantiles",24,"BeetleFly",0.00599484250318941
"1296","FFT coef. (Mag^2 + Angle)",24,"BeetleFly",1e-04
"1297","catch22",25,"BeetleFly",1e-04
"1298","feasts",25,"BeetleFly",21.5443469003188
"1299","tsfeatures",25,"BeetleFly",0.00599484250318941
"1300","TSFEL",25,"BeetleFly",0.0464158883361278
"1301","Kats",25,"BeetleFly",1e-04
"1302","tsfresh",25,"BeetleFly",1e-04
"1303","FFT (Mag^2 + Angle) + quantiles",25,"BeetleFly",2.78255940220713
"1304","Quantiles",25,"BeetleFly",21.5443469003188
"1305","FFT coef. (Mag^2 + Angle)",25,"BeetleFly",1e-04
"1306","catch22",26,"BeetleFly",1e-04
"1307","feasts",26,"BeetleFly",1e-04
"1308","tsfeatures",26,"BeetleFly",1e-04
"1309","TSFEL",26,"BeetleFly",0.359381366380463
"1310","Kats",26,"BeetleFly",1e-04
"1311","tsfresh",26,"BeetleFly",1e-04
"1312","FFT (Mag^2 + Angle) + quantiles",26,"BeetleFly",166.810053720006
"1313","Quantiles",26,"BeetleFly",1e-04
"1314","FFT coef. (Mag^2 + Angle)",26,"BeetleFly",1291.54966501488
"1315","catch22",27,"BeetleFly",1e-04
"1316","feasts",27,"BeetleFly",1e-04
"1317","tsfeatures",27,"BeetleFly",1e-04
"1318","TSFEL",27,"BeetleFly",0.00599484250318941
"1319","Kats",27,"BeetleFly",1e-04
"1320","tsfresh",27,"BeetleFly",1e-04
"1321","FFT (Mag^2 + Angle) + quantiles",27,"BeetleFly",0.0464158883361278
"1322","Quantiles",27,"BeetleFly",0.0464158883361278
"1323","FFT coef. (Mag^2 + Angle)",27,"BeetleFly",1e-04
"1324","catch22",28,"BeetleFly",1e-04
"1325","feasts",28,"BeetleFly",1e-04
"1326","tsfeatures",28,"BeetleFly",1e-04
"1327","TSFEL",28,"BeetleFly",1e-04
"1328","Kats",28,"BeetleFly",1e-04
"1329","tsfresh",28,"BeetleFly",1e-04
"1330","FFT (Mag^2 + Angle) + quantiles",28,"BeetleFly",1e-04
"1331","Quantiles",28,"BeetleFly",0.00599484250318941
"1332","FFT coef. (Mag^2 + Angle)",28,"BeetleFly",1e-04
"1333","catch22",29,"BeetleFly",1e-04
"1334","feasts",29,"BeetleFly",1e-04
"1335","tsfeatures",29,"BeetleFly",0.359381366380463
"1336","TSFEL",29,"BeetleFly",21.5443469003188
"1337","Kats",29,"BeetleFly",1e-04
"1338","tsfresh",29,"BeetleFly",1e-04
"1339","FFT (Mag^2 + Angle) + quantiles",29,"BeetleFly",0.00599484250318941
"1340","Quantiles",29,"BeetleFly",0.0464158883361278
"1341","FFT coef. (Mag^2 + Angle)",29,"BeetleFly",21.5443469003188
"1342","catch22",30,"BeetleFly",0.359381366380463
"1343","feasts",30,"BeetleFly",166.810053720006
"1344","tsfeatures",30,"BeetleFly",0.359381366380463
"1345","TSFEL",30,"BeetleFly",0.359381366380463
"1346","Kats",30,"BeetleFly",21.5443469003188
"1347","tsfresh",30,"BeetleFly",0.359381366380463
"1348","FFT (Mag^2 + Angle) + quantiles",30,"BeetleFly",0.0464158883361278
"1349","Quantiles",30,"BeetleFly",0.359381366380463
"1350","FFT coef. (Mag^2 + Angle)",30,"BeetleFly",21.5443469003188
"1351","catch22",1,"BirdChicken",1e-04
"1352","feasts",1,"BirdChicken",1e-04
"1353","tsfeatures",1,"BirdChicken",0.000774263682681127
"1354","TSFEL",1,"BirdChicken",1e-04
"1355","Kats",1,"BirdChicken",1e-04
"1356","tsfresh",1,"BirdChicken",1e-04
"1357","FFT (Mag^2 + Angle) + quantiles",1,"BirdChicken",0.00599484250318941
"1358","Quantiles",1,"BirdChicken",1e-04
"1359","FFT coef. (Mag^2 + Angle)",1,"BirdChicken",1e-04
"1360","catch22",2,"BirdChicken",1e-04
"1361","feasts",2,"BirdChicken",0.359381366380463
"1362","tsfeatures",2,"BirdChicken",0.000774263682681127
"1363","TSFEL",2,"BirdChicken",21.5443469003188
"1364","Kats",2,"BirdChicken",1e-04
"1365","tsfresh",2,"BirdChicken",0.00599484250318941
"1366","FFT (Mag^2 + Angle) + quantiles",2,"BirdChicken",0.00599484250318941
"1367","Quantiles",2,"BirdChicken",0.359381366380463
"1368","FFT coef. (Mag^2 + Angle)",2,"BirdChicken",1e-04
"1369","catch22",3,"BirdChicken",0.0464158883361278
"1370","feasts",3,"BirdChicken",1e-04
"1371","tsfeatures",3,"BirdChicken",1e-04
"1372","TSFEL",3,"BirdChicken",0.0464158883361278
"1373","Kats",3,"BirdChicken",0.0464158883361278
"1374","tsfresh",3,"BirdChicken",1e-04
"1375","FFT (Mag^2 + Angle) + quantiles",3,"BirdChicken",0.00599484250318941
"1376","Quantiles",3,"BirdChicken",0.359381366380463
"1377","FFT coef. (Mag^2 + Angle)",3,"BirdChicken",0.0464158883361278
"1378","catch22",4,"BirdChicken",1e-04
"1379","feasts",4,"BirdChicken",2.78255940220713
"1380","tsfeatures",4,"BirdChicken",1e-04
"1381","TSFEL",4,"BirdChicken",1e-04
"1382","Kats",4,"BirdChicken",1e-04
"1383","tsfresh",4,"BirdChicken",1e-04
"1384","FFT (Mag^2 + Angle) + quantiles",4,"BirdChicken",0.00599484250318941
"1385","Quantiles",4,"BirdChicken",1e-04
"1386","FFT coef. (Mag^2 + Angle)",4,"BirdChicken",1e-04
"1387","catch22",5,"BirdChicken",1e-04
"1388","feasts",5,"BirdChicken",0.359381366380463
"1389","tsfeatures",5,"BirdChicken",0.359381366380463
"1390","TSFEL",5,"BirdChicken",0.0464158883361278
"1391","Kats",5,"BirdChicken",1e-04
"1392","tsfresh",5,"BirdChicken",0.00599484250318941
"1393","FFT (Mag^2 + Angle) + quantiles",5,"BirdChicken",2.78255940220713
"1394","Quantiles",5,"BirdChicken",21.5443469003188
"1395","FFT coef. (Mag^2 + Angle)",5,"BirdChicken",1e-04
"1396","catch22",6,"BirdChicken",1e-04
"1397","feasts",6,"BirdChicken",1e-04
"1398","tsfeatures",6,"BirdChicken",0.0464158883361278
"1399","TSFEL",6,"BirdChicken",1e-04
"1400","Kats",6,"BirdChicken",1e-04
"1401","tsfresh",6,"BirdChicken",0.00599484250318941
"1402","FFT (Mag^2 + Angle) + quantiles",6,"BirdChicken",0.00599484250318941
"1403","Quantiles",6,"BirdChicken",0.359381366380463
"1404","FFT coef. (Mag^2 + Angle)",6,"BirdChicken",1e-04
"1405","catch22",7,"BirdChicken",0.359381366380463
"1406","feasts",7,"BirdChicken",0.0464158883361278
"1407","tsfeatures",7,"BirdChicken",0.0464158883361278
"1408","TSFEL",7,"BirdChicken",1e-04
"1409","Kats",7,"BirdChicken",1e-04
"1410","tsfresh",7,"BirdChicken",1e-04
"1411","FFT (Mag^2 + Angle) + quantiles",7,"BirdChicken",0.0464158883361278
"1412","Quantiles",7,"BirdChicken",2.78255940220713
"1413","FFT coef. (Mag^2 + Angle)",7,"BirdChicken",1e-04
"1414","catch22",8,"BirdChicken",1e-04
"1415","feasts",8,"BirdChicken",0.359381366380463
"1416","tsfeatures",8,"BirdChicken",0.359381366380463
"1417","TSFEL",8,"BirdChicken",0.359381366380463
"1418","Kats",8,"BirdChicken",1e-04
"1419","tsfresh",8,"BirdChicken",0.00599484250318941
"1420","FFT (Mag^2 + Angle) + quantiles",8,"BirdChicken",0.0464158883361278
"1421","Quantiles",8,"BirdChicken",1291.54966501488
"1422","FFT coef. (Mag^2 + Angle)",8,"BirdChicken",1e-04
"1423","catch22",9,"BirdChicken",1e-04
"1424","feasts",9,"BirdChicken",0.0464158883361278
"1425","tsfeatures",9,"BirdChicken",1e-04
"1426","TSFEL",9,"BirdChicken",0.0464158883361278
"1427","Kats",9,"BirdChicken",166.810053720006
"1428","tsfresh",9,"BirdChicken",1e-04
"1429","FFT (Mag^2 + Angle) + quantiles",9,"BirdChicken",2.78255940220713
"1430","Quantiles",9,"BirdChicken",2.78255940220713
"1431","FFT coef. (Mag^2 + Angle)",9,"BirdChicken",0.0464158883361278
"1432","catch22",10,"BirdChicken",1e-04
"1433","feasts",10,"BirdChicken",1e-04
"1434","tsfeatures",10,"BirdChicken",0.0464158883361278
"1435","TSFEL",10,"BirdChicken",1291.54966501488
"1436","Kats",10,"BirdChicken",1e-04
"1437","tsfresh",10,"BirdChicken",1e-04
"1438","FFT (Mag^2 + Angle) + quantiles",10,"BirdChicken",1e-04
"1439","Quantiles",10,"BirdChicken",1e-04
"1440","FFT coef. (Mag^2 + Angle)",10,"BirdChicken",1e-04
"1441","catch22",11,"BirdChicken",1e-04
"1442","feasts",11,"BirdChicken",1e-04
"1443","tsfeatures",11,"BirdChicken",1e-04
"1444","TSFEL",11,"BirdChicken",1e-04
"1445","Kats",11,"BirdChicken",1e-04
"1446","tsfresh",11,"BirdChicken",0.00599484250318941
"1447","FFT (Mag^2 + Angle) + quantiles",11,"BirdChicken",0.00599484250318941
"1448","Quantiles",11,"BirdChicken",0.359381366380463
"1449","FFT coef. (Mag^2 + Angle)",11,"BirdChicken",1e-04
"1450","catch22",12,"BirdChicken",1e-04
"1451","feasts",12,"BirdChicken",0.0464158883361278
"1452","tsfeatures",12,"BirdChicken",0.00599484250318941
"1453","TSFEL",12,"BirdChicken",0.00599484250318941
"1454","Kats",12,"BirdChicken",1e-04
"1455","tsfresh",12,"BirdChicken",1e-04
"1456","FFT (Mag^2 + Angle) + quantiles",12,"BirdChicken",2.78255940220713
"1457","Quantiles",12,"BirdChicken",0.359381366380463
"1458","FFT coef. (Mag^2 + Angle)",12,"BirdChicken",1e-04
"1459","catch22",13,"BirdChicken",166.810053720006
"1460","feasts",13,"BirdChicken",1e-04
"1461","tsfeatures",13,"BirdChicken",1e-04
"1462","TSFEL",13,"BirdChicken",0.0464158883361278
"1463","Kats",13,"BirdChicken",1e-04
"1464","tsfresh",13,"BirdChicken",1e-04
"1465","FFT (Mag^2 + Angle) + quantiles",13,"BirdChicken",0.359381366380463
"1466","Quantiles",13,"BirdChicken",1e-04
"1467","FFT coef. (Mag^2 + Angle)",13,"BirdChicken",1e-04
"1468","catch22",14,"BirdChicken",0.359381366380463
"1469","feasts",14,"BirdChicken",1e-04
"1470","tsfeatures",14,"BirdChicken",0.0464158883361278
"1471","TSFEL",14,"BirdChicken",1e-04
"1472","Kats",14,"BirdChicken",21.5443469003188
"1473","tsfresh",14,"BirdChicken",1e-04
"1474","FFT (Mag^2 + Angle) + quantiles",14,"BirdChicken",1e-04
"1475","Quantiles",14,"BirdChicken",1e-04
"1476","FFT coef. (Mag^2 + Angle)",14,"BirdChicken",1e-04
"1477","catch22",15,"BirdChicken",1e-04
"1478","feasts",15,"BirdChicken",1e-04
"1479","tsfeatures",15,"BirdChicken",0.0464158883361278
"1480","TSFEL",15,"BirdChicken",2.78255940220713
"1481","Kats",15,"BirdChicken",0.359381366380463
"1482","tsfresh",15,"BirdChicken",2.78255940220713
"1483","FFT (Mag^2 + Angle) + quantiles",15,"BirdChicken",166.810053720006
"1484","Quantiles",15,"BirdChicken",0.00599484250318941
"1485","FFT coef. (Mag^2 + Angle)",15,"BirdChicken",0.0464158883361278
"1486","catch22",16,"BirdChicken",0.0464158883361278
"1487","feasts",16,"BirdChicken",21.5443469003188
"1488","tsfeatures",16,"BirdChicken",21.5443469003188
"1489","TSFEL",16,"BirdChicken",21.5443469003188
"1490","Kats",16,"BirdChicken",1e-04
"1491","tsfresh",16,"BirdChicken",1e-04
"1492","FFT (Mag^2 + Angle) + quantiles",16,"BirdChicken",0.00599484250318941
"1493","Quantiles",16,"BirdChicken",0.359381366380463
"1494","FFT coef. (Mag^2 + Angle)",16,"BirdChicken",1e-04
"1495","catch22",17,"BirdChicken",1e-04
"1496","feasts",17,"BirdChicken",0.0464158883361278
"1497","tsfeatures",17,"BirdChicken",1291.54966501488
"1498","TSFEL",17,"BirdChicken",0.0464158883361278
"1499","Kats",17,"BirdChicken",0.0464158883361278
"1500","tsfresh",17,"BirdChicken",1e-04
"1501","FFT (Mag^2 + Angle) + quantiles",17,"BirdChicken",166.810053720006
"1502","Quantiles",17,"BirdChicken",2.78255940220713
"1503","FFT coef. (Mag^2 + Angle)",17,"BirdChicken",1e-04
"1504","catch22",18,"BirdChicken",1e-04
"1505","feasts",18,"BirdChicken",0.000774263682681127
"1506","tsfeatures",18,"BirdChicken",1e-04
"1507","TSFEL",18,"BirdChicken",0.0464158883361278
"1508","Kats",18,"BirdChicken",1e-04
"1509","tsfresh",18,"BirdChicken",1e-04
"1510","FFT (Mag^2 + Angle) + quantiles",18,"BirdChicken",0.00599484250318941
"1511","Quantiles",18,"BirdChicken",1e-04
"1512","FFT coef. (Mag^2 + Angle)",18,"BirdChicken",1e-04
"1513","catch22",19,"BirdChicken",0.0464158883361278
"1514","feasts",19,"BirdChicken",1e-04
"1515","tsfeatures",19,"BirdChicken",0.0464158883361278
"1516","TSFEL",19,"BirdChicken",0.0464158883361278
"1517","Kats",19,"BirdChicken",2.78255940220713
"1518","tsfresh",19,"BirdChicken",1e-04
"1519","FFT (Mag^2 + Angle) + quantiles",19,"BirdChicken",1e-04
"1520","Quantiles",19,"BirdChicken",0.359381366380463
"1521","FFT coef. (Mag^2 + Angle)",19,"BirdChicken",1e-04
"1522","catch22",20,"BirdChicken",1e-04
"1523","feasts",20,"BirdChicken",0.0464158883361278
"1524","tsfeatures",20,"BirdChicken",1e-04
"1525","TSFEL",20,"BirdChicken",1e-04
"1526","Kats",20,"BirdChicken",1e-04
"1527","tsfresh",20,"BirdChicken",1e-04
"1528","FFT (Mag^2 + Angle) + quantiles",20,"BirdChicken",0.00599484250318941
"1529","Quantiles",20,"BirdChicken",1e-04
"1530","FFT coef. (Mag^2 + Angle)",20,"BirdChicken",1e-04
"1531","catch22",21,"BirdChicken",1e-04
"1532","feasts",21,"BirdChicken",1e-04
"1533","tsfeatures",21,"BirdChicken",166.810053720006
"1534","TSFEL",21,"BirdChicken",1e-04
"1535","Kats",21,"BirdChicken",1e-04
"1536","tsfresh",21,"BirdChicken",1e-04
"1537","FFT (Mag^2 + Angle) + quantiles",21,"BirdChicken",0.359381366380463
"1538","Quantiles",21,"BirdChicken",1e-04
"1539","FFT coef. (Mag^2 + Angle)",21,"BirdChicken",0.359381366380463
"1540","catch22",22,"BirdChicken",0.359381366380463
"1541","feasts",22,"BirdChicken",0.359381366380463
"1542","tsfeatures",22,"BirdChicken",0.359381366380463
"1543","TSFEL",22,"BirdChicken",0.00599484250318941
"1544","Kats",22,"BirdChicken",1e-04
"1545","tsfresh",22,"BirdChicken",0.000774263682681127
"1546","FFT (Mag^2 + Angle) + quantiles",22,"BirdChicken",0.0464158883361278
"1547","Quantiles",22,"BirdChicken",0.359381366380463
"1548","FFT coef. (Mag^2 + Angle)",22,"BirdChicken",1e-04
"1549","catch22",23,"BirdChicken",1e-04
"1550","feasts",23,"BirdChicken",1e-04
"1551","tsfeatures",23,"BirdChicken",1e-04
"1552","TSFEL",23,"BirdChicken",1291.54966501488
"1553","Kats",23,"BirdChicken",0.0464158883361278
"1554","tsfresh",23,"BirdChicken",1e-04
"1555","FFT (Mag^2 + Angle) + quantiles",23,"BirdChicken",1e-04
"1556","Quantiles",23,"BirdChicken",1e-04
"1557","FFT coef. (Mag^2 + Angle)",23,"BirdChicken",0.0464158883361278
"1558","catch22",24,"BirdChicken",1e-04
"1559","feasts",24,"BirdChicken",0.359381366380463
"1560","tsfeatures",24,"BirdChicken",1e-04
"1561","TSFEL",24,"BirdChicken",0.0464158883361278
"1562","Kats",24,"BirdChicken",0.359381366380463
"1563","tsfresh",24,"BirdChicken",0.00599484250318941
"1564","FFT (Mag^2 + Angle) + quantiles",24,"BirdChicken",0.00599484250318941
"1565","Quantiles",24,"BirdChicken",1e-04
"1566","FFT coef. (Mag^2 + Angle)",24,"BirdChicken",1e-04
"1567","catch22",25,"BirdChicken",1e-04
"1568","feasts",25,"BirdChicken",1e-04
"1569","tsfeatures",25,"BirdChicken",1e-04
"1570","TSFEL",25,"BirdChicken",166.810053720006
"1571","Kats",25,"BirdChicken",1e-04
"1572","tsfresh",25,"BirdChicken",1e-04
"1573","FFT (Mag^2 + Angle) + quantiles",25,"BirdChicken",21.5443469003188
"1574","Quantiles",25,"BirdChicken",1e-04
"1575","FFT coef. (Mag^2 + Angle)",25,"BirdChicken",1e-04
"1576","catch22",26,"BirdChicken",1e-04
"1577","feasts",26,"BirdChicken",1e-04
"1578","tsfeatures",26,"BirdChicken",1e-04
"1579","TSFEL",26,"BirdChicken",1e-04
"1580","Kats",26,"BirdChicken",2.78255940220713
"1581","tsfresh",26,"BirdChicken",1e-04
"1582","FFT (Mag^2 + Angle) + quantiles",26,"BirdChicken",0.0464158883361278
"1583","Quantiles",26,"BirdChicken",1e-04
"1584","FFT coef. (Mag^2 + Angle)",26,"BirdChicken",1e-04
"1585","catch22",27,"BirdChicken",0.0464158883361278
"1586","feasts",27,"BirdChicken",1e-04
"1587","tsfeatures",27,"BirdChicken",1e-04
"1588","TSFEL",27,"BirdChicken",0.359381366380463
"1589","Kats",27,"BirdChicken",1e-04
"1590","tsfresh",27,"BirdChicken",1e-04
"1591","FFT (Mag^2 + Angle) + quantiles",27,"BirdChicken",0.00599484250318941
"1592","Quantiles",27,"BirdChicken",0.0464158883361278
"1593","FFT coef. (Mag^2 + Angle)",27,"BirdChicken",1e-04
"1594","catch22",28,"BirdChicken",21.5443469003188
"1595","feasts",28,"BirdChicken",0.0464158883361278
"1596","tsfeatures",28,"BirdChicken",1e-04
"1597","TSFEL",28,"BirdChicken",0.0464158883361278
"1598","Kats",28,"BirdChicken",1e-04
"1599","tsfresh",28,"BirdChicken",1e-04
"1600","FFT (Mag^2 + Angle) + quantiles",28,"BirdChicken",0.00599484250318941
"1601","Quantiles",28,"BirdChicken",1e-04
"1602","FFT coef. (Mag^2 + Angle)",28,"BirdChicken",1e-04
"1603","catch22",29,"BirdChicken",1e-04
"1604","feasts",29,"BirdChicken",1e-04
"1605","tsfeatures",29,"BirdChicken",1e-04
"1606","TSFEL",29,"BirdChicken",0.0464158883361278
"1607","Kats",29,"BirdChicken",1e-04
"1608","tsfresh",29,"BirdChicken",1e-04
"1609","FFT (Mag^2 + Angle) + quantiles",29,"BirdChicken",0.359381366380463
"1610","Quantiles",29,"BirdChicken",1e-04
"1611","FFT coef. (Mag^2 + Angle)",29,"BirdChicken",1e-04
"1612","catch22",30,"BirdChicken",2.78255940220713
"1613","feasts",30,"BirdChicken",1291.54966501488
"1614","tsfeatures",30,"BirdChicken",1e-04
"1615","TSFEL",30,"BirdChicken",0.359381366380463
"1616","Kats",30,"BirdChicken",0.0464158883361278
"1617","tsfresh",30,"BirdChicken",1e-04
"1618","FFT (Mag^2 + Angle) + quantiles",30,"BirdChicken",1e-04
"1619","Quantiles",30,"BirdChicken",0.359381366380463
"1620","FFT coef. (Mag^2 + Angle)",30,"BirdChicken",1e-04
"1621","catch22",1,"BME",0.0464158883361278
"1622","feasts",1,"BME",21.5443469003188
"1623","tsfeatures",1,"BME",2.78255940220713
"1624","TSFEL",1,"BME",0.0464158883361278
"1625","Kats",1,"BME",0.359381366380463
"1626","tsfresh",1,"BME",0.0464158883361278
