"feature_set","num_features","accuracy","resample","problem","classifier","penalty"
"catch22",22,0.731707317073171,1,"ProximalPhalanxTW","pyridge","cv"
"feasts",35,0.780487804878049,1,"ProximalPhalanxTW","pyridge","cv"
"tsfeatures",59,0.760975609756098,1,"ProximalPhalanxTW","pyridge","cv"
"TSFEL",141,0.790243902439024,1,"ProximalPhalanxTW","pyridge","cv"
"Kats",36,0.751219512195122,1,"ProximalPhalanxTW","pyridge","cv"
"tsfresh",480,0.8,1,"ProximalPhalanxTW","pyridge","cv"
"FFT (Mag^2 + Angle) + quantiles",183,0.775609756097561,1,"ProximalPhalanxTW","pyridge","cv"
"Quantiles",101,0.780487804878049,1,"ProximalPhalanxTW","pyridge","cv"
"FFT coef. (Mag^2 + Angle)",82,0.809756097560976,1,"ProximalPhalanxTW","pyridge","cv"
"catch22",22,0.741463414634146,2,"ProximalPhalanxTW","pyridge","cv"
"feasts",35,0.790243902439024,2,"ProximalPhalanxTW","pyridge","cv"
"tsfeatures",59,0.780487804878049,2,"ProximalPhalanxTW","pyridge","cv"
"TSFEL",141,0.746341463414634,2,"ProximalPhalanxTW","pyridge","cv"
"Kats",36,0.780487804878049,2,"ProximalPhalanxTW","pyridge","cv"
"tsfresh",479,0.790243902439024,2,"ProximalPhalanxTW","pyridge","cv"
"FFT (Mag^2 + Angle) + quantiles",183,0.780487804878049,2,"ProximalPhalanxTW","pyridge","cv"
"Quantiles",101,0.785365853658537,2,"ProximalPhalanxTW","pyridge","cv"
"FFT coef. (Mag^2 + Angle)",82,0.775609756097561,2,"ProximalPhalanxTW","pyridge","cv"
"catch22",22,0.790243902439024,3,"ProximalPhalanxTW","pyridge","cv"
"feasts",35,0.814634146341463,3,"ProximalPhalanxTW","pyridge","cv"
"tsfeatures",59,0.809756097560976,3,"ProximalPhalanxTW","pyridge","cv"
"TSFEL",141,0.814634146341463,3,"ProximalPhalanxTW","pyridge","cv"
"Kats",36,0.790243902439024,3,"ProximalPhalanxTW","pyridge","cv"
"tsfresh",480,0.814634146341463,3,"ProximalPhalanxTW","pyridge","cv"
"FFT (Mag^2 + Angle) + quantiles",183,0.809756097560976,3,"ProximalPhalanxTW","pyridge","cv"
"Quantiles",101,0.775609756097561,3,"ProximalPhalanxTW","pyridge","cv"
"FFT coef. (Mag^2 + Angle)",82,0.795121951219512,3,"ProximalPhalanxTW","pyridge","cv"
"catch22",22,0.775609756097561,4,"ProximalPhalanxTW","pyridge","cv"
"feasts",35,0.770731707317073,4,"ProximalPhalanxTW","pyridge","cv"
"tsfeatures",59,0.790243902439024,4,"ProximalPhalanxTW","pyridge","cv"
"TSFEL",141,0.795121951219512,4,"ProximalPhalanxTW","pyridge","cv"
"Kats",36,0.814634146341463,4,"ProximalPhalanxTW","pyridge","cv"
"tsfresh",480,0.8,4,"ProximalPhalanxTW","pyridge","cv"
"FFT (Mag^2 + Angle) + quantiles",183,0.790243902439024,4,"ProximalPhalanxTW","pyridge","cv"
"Quantiles",101,0.751219512195122,4,"ProximalPhalanxTW","pyridge","cv"
"FFT coef. (Mag^2 + Angle)",82,0.814634146341463,4,"ProximalPhalanxTW","pyridge","cv"
"catch22",22,0.775609756097561,5,"ProximalPhalanxTW","pyridge","cv"
"feasts",35,0.8,5,"ProximalPhalanxTW","pyridge","cv"
"tsfeatures",59,0.809756097560976,5,"ProximalPhalanxTW","pyridge","cv"
"TSFEL",141,0.795121951219512,5,"ProximalPhalanxTW","pyridge","cv"
