"feature_set","num_features","accuracy","resample","problem","classifier","penalty"
"catch22",22,0.886075949367089,1,"GunPointAgeSpan","pyridge","cv"
"feasts",36,0.94620253164557,1,"GunPointAgeSpan","pyridge","cv"
"tsfeatures",59,0.974683544303797,1,"GunPointAgeSpan","pyridge","cv"
"TSFEL",142,0.949367088607595,1,"GunPointAgeSpan","pyridge","cv"
"Kats",36,0.933544303797468,1,"GunPointAgeSpan","pyridge","cv"
"tsfresh",642,0.958860759493671,1,"GunPointAgeSpan","pyridge","cv"
"FFT (Mag^2 + Angle) + quantiles",253,0.813291139240506,1,"GunPointAgeSpan","pyridge","cv"
"Quantiles",101,0.89873417721519,1,"GunPointAgeSpan","pyridge","cv"
"FFT coef. (Mag^2 + Angle)",152,0.705696202531646,1,"GunPointAgeSpan","pyridge","cv"
"catch22",22,0.917721518987342,2,"GunPointAgeSpan","pyridge","cv"
"feasts",36,0.958860759493671,2,"GunPointAgeSpan","pyridge","cv"
"tsfeatures",59,0.965189873417722,2,"GunPointAgeSpan","pyridge","cv"
"TSFEL",143,0.974683544303797,2,"GunPointAgeSpan","pyridge","cv"
"Kats",36,0.943037974683544,2,"GunPointAgeSpan","pyridge","cv"
"tsfresh",641,0.955696202531646,2,"GunPointAgeSpan","pyridge","cv"
"FFT (Mag^2 + Angle) + quantiles",253,0.854430379746835,2,"GunPointAgeSpan","pyridge","cv"
"Quantiles",101,0.89873417721519,2,"GunPointAgeSpan","pyridge","cv"
"FFT coef. (Mag^2 + Angle)",152,0.699367088607595,2,"GunPointAgeSpan","pyridge","cv"
"catch22",22,0.901898734177215,3,"GunPointAgeSpan","pyridge","cv"
"feasts",36,0.94620253164557,3,"GunPointAgeSpan","pyridge","cv"
"tsfeatures",59,0.974683544303797,3,"GunPointAgeSpan","pyridge","cv"
"TSFEL",142,0.962025316455696,3,"GunPointAgeSpan","pyridge","cv"
"Kats",36,0.939873417721519,3,"GunPointAgeSpan","pyridge","cv"
"tsfresh",639,0.94620253164557,3,"GunPointAgeSpan","pyridge","cv"
"FFT (Mag^2 + Angle) + quantiles",253,0.832278481012658,3,"GunPointAgeSpan","pyridge","cv"
"Quantiles",101,0.90506329113924,3,"GunPointAgeSpan","pyridge","cv"
"FFT coef. (Mag^2 + Angle)",152,0.680379746835443,3,"GunPointAgeSpan","pyridge","cv"
"catch22",22,0.89873417721519,4,"GunPointAgeSpan","pyridge","cv"
"feasts",36,0.949367088607595,4,"GunPointAgeSpan","pyridge","cv"
"tsfeatures",59,0.958860759493671,4,"GunPointAgeSpan","pyridge","cv"
"TSFEL",142,0.958860759493671,4,"GunPointAgeSpan","pyridge","cv"
"Kats",36,0.89873417721519,4,"GunPointAgeSpan","pyridge","cv"
"tsfresh",639,0.949367088607595,4,"GunPointAgeSpan","pyridge","cv"
"FFT (Mag^2 + Angle) + quantiles",253,0.829113924050633,4,"GunPointAgeSpan","pyridge","cv"
"Quantiles",101,0.892405063291139,4,"GunPointAgeSpan","pyridge","cv"
"FFT coef. (Mag^2 + Angle)",152,0.712025316455696,4,"GunPointAgeSpan","pyridge","cv"
"catch22",22,0.927215189873418,5,"GunPointAgeSpan","pyridge","cv"
"feasts",36,0.94620253164557,5,"GunPointAgeSpan","pyridge","cv"
"tsfeatures",59,0.94620253164557,5,"GunPointAgeSpan","pyridge","cv"
"TSFEL",142,0.962025316455696,5,"GunPointAgeSpan","pyridge","cv"
"Kats",36,0.924050632911392,5,"GunPointAgeSpan","pyridge","cv"
"tsfresh",642,0.958860759493671,5,"GunPointAgeSpan","pyridge","cv"
"FFT (Mag^2 + Angle) + quantiles",253,0.854430379746835,5,"GunPointAgeSpan","pyridge","cv"
"Quantiles",101,0.889240506329114,5,"GunPointAgeSpan","pyridge","cv"
"FFT coef. (Mag^2 + Angle)",152,0.727848101265823,5,"GunPointAgeSpan","pyridge","cv"
"catch22",22,0.955696202531646,6,"GunPointAgeSpan","pyridge","cv"
"feasts",36,0.933544303797468,6,"GunPointAgeSpan","pyridge","cv"
"tsfeatures",59,0.971518987341772,6,"GunPointAgeSpan","pyridge","cv"
"TSFEL",143,0.971518987341772,6,"GunPointAgeSpan","pyridge","cv"
"Kats",36,0.936708860759494,6,"GunPointAgeSpan","pyridge","cv"
"tsfresh",638,0.949367088607595,6,"GunPointAgeSpan","pyridge","cv"
"FFT (Mag^2 + Angle) + quantiles",253,0.876582278481013,6,"GunPointAgeSpan","pyridge","cv"
"Quantiles",101,0.895569620253165,6,"GunPointAgeSpan","pyridge","cv"
"FFT coef. (Mag^2 + Angle)",152,0.718354430379747,6,"GunPointAgeSpan","pyridge","cv"
"catch22",22,0.95253164556962,7,"GunPointAgeSpan","pyridge","cv"
"feasts",36,0.949367088607595,7,"GunPointAgeSpan","pyridge","cv"
"tsfeatures",59,0.971518987341772,7,"GunPointAgeSpan","pyridge","cv"
"TSFEL",142,0.968354430379747,7,"GunPointAgeSpan","pyridge","cv"
"Kats",36,0.962025316455696,7,"GunPointAgeSpan","pyridge","cv"
"tsfresh",642,0.958860759493671,7,"GunPointAgeSpan","pyridge","cv"
"FFT (Mag^2 + Angle) + quantiles",253,0.84493670886076,7,"GunPointAgeSpan","pyridge","cv"
"Quantiles",101,0.927215189873418,7,"GunPointAgeSpan","pyridge","cv"
"FFT coef. (Mag^2 + Angle)",152,0.727848101265823,7,"GunPointAgeSpan","pyridge","cv"
"catch22",22,0.933544303797468,8,"GunPointAgeSpan","pyridge","cv"
"feasts",36,0.95253164556962,8,"GunPointAgeSpan","pyridge","cv"
"tsfeatures",59,0.971518987341772,8,"GunPointAgeSpan","pyridge","cv"
"TSFEL",142,0.981012658227848,8,"GunPointAgeSpan","pyridge","cv"
"Kats",36,0.933544303797468,8,"GunPointAgeSpan","pyridge","cv"
"tsfresh",638,0.94620253164557,8,"GunPointAgeSpan","pyridge","cv"
"FFT (Mag^2 + Angle) + quantiles",253,0.870253164556962,8,"GunPointAgeSpan","pyridge","cv"
"Quantiles",101,0.911392405063291,8,"GunPointAgeSpan","pyridge","cv"
"FFT coef. (Mag^2 + Angle)",152,0.686708860759494,8,"GunPointAgeSpan","pyridge","cv"
"catch22",22,0.882911392405063,9,"GunPointAgeSpan","pyridge","cv"
"feasts",36,0.917721518987342,9,"GunPointAgeSpan","pyridge","cv"
"tsfeatures",59,0.965189873417722,9,"GunPointAgeSpan","pyridge","cv"
"TSFEL",142,0.984177215189873,9,"GunPointAgeSpan","pyridge","cv"
"Kats",36,0.95253164556962,9,"GunPointAgeSpan","pyridge","cv"
"tsfresh",639,0.962025316455696,9,"GunPointAgeSpan","pyridge","cv"
"FFT (Mag^2 + Angle) + quantiles",253,0.832278481012658,9,"GunPointAgeSpan","pyridge","cv"
"Quantiles",101,0.901898734177215,9,"GunPointAgeSpan","pyridge","cv"
"FFT coef. (Mag^2 + Angle)",152,0.667721518987342,9,"GunPointAgeSpan","pyridge","cv"
"catch22",22,0.936708860759494,10,"GunPointAgeSpan","pyridge","cv"
"feasts",36,0.94620253164557,10,"GunPointAgeSpan","pyridge","cv"
"tsfeatures",59,0.968354430379747,10,"GunPointAgeSpan","pyridge","cv"
"TSFEL",142,0.962025316455696,10,"GunPointAgeSpan","pyridge","cv"
"Kats",36,0.943037974683544,10,"GunPointAgeSpan","pyridge","cv"
"tsfresh",640,0.958860759493671,10,"GunPointAgeSpan","pyridge","cv"
"FFT (Mag^2 + Angle) + quantiles",253,0.854430379746835,10,"GunPointAgeSpan","pyridge","cv"
"Quantiles",101,0.892405063291139,10,"GunPointAgeSpan","pyridge","cv"
"FFT coef. (Mag^2 + Angle)",152,0.69620253164557,10,"GunPointAgeSpan","pyridge","cv"
"catch22",22,0.95253164556962,11,"GunPointAgeSpan","pyridge","cv"
"feasts",36,0.90506329113924,11,"GunPointAgeSpan","pyridge","cv"
"tsfeatures",59,0.95253164556962,11,"GunPointAgeSpan","pyridge","cv"
"TSFEL",143,0.968354430379747,11,"GunPointAgeSpan","pyridge","cv"
"Kats",36,0.939873417721519,11,"GunPointAgeSpan","pyridge","cv"
"tsfresh",642,0.955696202531646,11,"GunPointAgeSpan","pyridge","cv"
"FFT (Mag^2 + Angle) + quantiles",253,0.882911392405063,11,"GunPointAgeSpan","pyridge","cv"
"Quantiles",101,0.870253164556962,11,"GunPointAgeSpan","pyridge","cv"
"FFT coef. (Mag^2 + Angle)",152,0.686708860759494,11,"GunPointAgeSpan","pyridge","cv"
"catch22",22,0.867088607594937,12,"GunPointAgeSpan","pyridge","cv"
"feasts",36,0.958860759493671,12,"GunPointAgeSpan","pyridge","cv"
"tsfeatures",59,0.974683544303797,12,"GunPointAgeSpan","pyridge","cv"
"TSFEL",143,0.962025316455696,12,"GunPointAgeSpan","pyridge","cv"
"Kats",36,0.90506329113924,12,"GunPointAgeSpan","pyridge","cv"
"tsfresh",640,0.927215189873418,12,"GunPointAgeSpan","pyridge","cv"
"FFT (Mag^2 + Angle) + quantiles",253,0.860759493670886,12,"GunPointAgeSpan","pyridge","cv"
"Quantiles",101,0.908227848101266,12,"GunPointAgeSpan","pyridge","cv"
"FFT coef. (Mag^2 + Angle)",152,0.708860759493671,12,"GunPointAgeSpan","pyridge","cv"
"catch22",22,0.90506329113924,13,"GunPointAgeSpan","pyridge","cv"
"feasts",36,0.90506329113924,13,"GunPointAgeSpan","pyridge","cv"
"tsfeatures",59,0.971518987341772,13,"GunPointAgeSpan","pyridge","cv"
"TSFEL",142,0.94620253164557,13,"GunPointAgeSpan","pyridge","cv"
"Kats",36,0.94620253164557,13,"GunPointAgeSpan","pyridge","cv"
"tsfresh",640,0.933544303797468,13,"GunPointAgeSpan","pyridge","cv"
"FFT (Mag^2 + Angle) + quantiles",253,0.85126582278481,13,"GunPointAgeSpan","pyridge","cv"
"Quantiles",101,0.914556962025316,13,"GunPointAgeSpan","pyridge","cv"
"FFT coef. (Mag^2 + Angle)",152,0.731012658227848,13,"GunPointAgeSpan","pyridge","cv"
"catch22",22,0.927215189873418,14,"GunPointAgeSpan","pyridge","cv"
"feasts",36,0.924050632911392,14,"GunPointAgeSpan","pyridge","cv"
