"feature_set","num_features","accuracy","resample","problem","classifier","penalty"
"catch22",18,0.950980392156863,1,"DiatomSizeReduction","pyridge","fixed"
"feasts",34,0.859477124183007,1,"DiatomSizeReduction","pyridge","fixed"
"tsfeatures",58,0.92156862745098,1,"DiatomSizeReduction","pyridge","fixed"
"TSFEL",140,0.934640522875817,1,"DiatomSizeReduction","pyridge","fixed"
"Kats",35,0.950980392156863,1,"DiatomSizeReduction","pyridge","fixed"
"tsfresh",723,0.915032679738562,1,"DiatomSizeReduction","pyridge","fixed"
"FFT (Mag^2 + Angle) + quantiles",301,0.849673202614379,1,"DiatomSizeReduction","pyridge","fixed"
"Quantiles",101,0.849673202614379,1,"DiatomSizeReduction","pyridge","fixed"
"FFT coef. (Mag^2 + Angle)",200,0.77124183006536,1,"DiatomSizeReduction","pyridge","fixed"
"catch22",16,0.941176470588235,2,"DiatomSizeReduction","pyridge","fixed"
"feasts",34,0.88235294117647,2,"DiatomSizeReduction","pyridge","fixed"
"tsfeatures",54,0.967320261437909,2,"DiatomSizeReduction","pyridge","fixed"
"TSFEL",140,0.947712418300654,2,"DiatomSizeReduction","pyridge","fixed"
"Kats",34,0.934640522875817,2,"DiatomSizeReduction","pyridge","fixed"
"tsfresh",724,0.970588235294118,2,"DiatomSizeReduction","pyridge","fixed"
"FFT (Mag^2 + Angle) + quantiles",301,0.947712418300654,2,"DiatomSizeReduction","pyridge","fixed"
"Quantiles",101,0.983660130718954,2,"DiatomSizeReduction","pyridge","fixed"
"FFT coef. (Mag^2 + Angle)",200,0.777777777777778,2,"DiatomSizeReduction","pyridge","fixed"
"catch22",22,0.722222222222222,3,"DiatomSizeReduction","pyridge","fixed"
"feasts",36,0.88235294117647,3,"DiatomSizeReduction","pyridge","fixed"
"tsfeatures",57,0.898692810457516,3,"DiatomSizeReduction","pyridge","fixed"
"TSFEL",144,0.718954248366013,3,"DiatomSizeReduction","pyridge","fixed"
"Kats",36,0.800653594771242,3,"DiatomSizeReduction","pyridge","fixed"
"tsfresh",730,0.77124183006536,3,"DiatomSizeReduction","pyridge","fixed"
"FFT (Mag^2 + Angle) + quantiles",301,0.722222222222222,3,"DiatomSizeReduction","pyridge","fixed"
"Quantiles",101,0.826797385620915,3,"DiatomSizeReduction","pyridge","fixed"
"FFT coef. (Mag^2 + Angle)",200,0.611111111111111,3,"DiatomSizeReduction","pyridge","fixed"
"catch22",16,0.957516339869281,4,"DiatomSizeReduction","pyridge","fixed"
"feasts",34,0.888888888888889,4,"DiatomSizeReduction","pyridge","fixed"
"tsfeatures",56,0.947712418300654,4,"DiatomSizeReduction","pyridge","fixed"
"TSFEL",140,0.937908496732026,4,"DiatomSizeReduction","pyridge","fixed"
"Kats",34,0.947712418300654,4,"DiatomSizeReduction","pyridge","fixed"
"tsfresh",724,0.934640522875817,4,"DiatomSizeReduction","pyridge","fixed"
"FFT (Mag^2 + Angle) + quantiles",301,0.898692810457516,4,"DiatomSizeReduction","pyridge","fixed"
"Quantiles",101,0.944444444444444,4,"DiatomSizeReduction","pyridge","fixed"
"FFT coef. (Mag^2 + Angle)",200,0.84640522875817,4,"DiatomSizeReduction","pyridge","fixed"
"catch22",17,0.901960784313726,5,"DiatomSizeReduction","pyridge","fixed"
"feasts",34,0.803921568627451,5,"DiatomSizeReduction","pyridge","fixed"
"tsfeatures",56,0.954248366013072,5,"DiatomSizeReduction","pyridge","fixed"
"TSFEL",140,0.843137254901961,5,"DiatomSizeReduction","pyridge","fixed"
"Kats",33,0.852941176470588,5,"DiatomSizeReduction","pyridge","fixed"
"tsfresh",723,0.931372549019608,5,"DiatomSizeReduction","pyridge","fixed"
"FFT (Mag^2 + Angle) + quantiles",301,0.826797385620915,5,"DiatomSizeReduction","pyridge","fixed"
"Quantiles",101,0.823529411764706,5,"DiatomSizeReduction","pyridge","fixed"
"FFT coef. (Mag^2 + Angle)",200,0.823529411764706,5,"DiatomSizeReduction","pyridge","fixed"
"catch22",19,0.869281045751634,6,"DiatomSizeReduction","pyridge","fixed"
"feasts",34,0.879084967320261,6,"DiatomSizeReduction","pyridge","fixed"
"tsfeatures",58,0.879084967320261,6,"DiatomSizeReduction","pyridge","fixed"
"TSFEL",140,0.869281045751634,6,"DiatomSizeReduction","pyridge","fixed"
"Kats",35,0.84640522875817,6,"DiatomSizeReduction","pyridge","fixed"
"tsfresh",728,0.88235294117647,6,"DiatomSizeReduction","pyridge","fixed"
"FFT (Mag^2 + Angle) + quantiles",301,0.88235294117647,6,"DiatomSizeReduction","pyridge","fixed"
"Quantiles",101,0.88235294117647,6,"DiatomSizeReduction","pyridge","fixed"
"FFT coef. (Mag^2 + Angle)",200,0.816993464052288,6,"DiatomSizeReduction","pyridge","fixed"
"catch22",16,0.947712418300654,7,"DiatomSizeReduction","pyridge","fixed"
"feasts",34,0.892156862745098,7,"DiatomSizeReduction","pyridge","fixed"
"tsfeatures",53,0.931372549019608,7,"DiatomSizeReduction","pyridge","fixed"
"TSFEL",140,0.898692810457516,7,"DiatomSizeReduction","pyridge","fixed"
"Kats",34,0.905228758169935,7,"DiatomSizeReduction","pyridge","fixed"
"tsfresh",723,0.92156862745098,7,"DiatomSizeReduction","pyridge","fixed"
"FFT (Mag^2 + Angle) + quantiles",301,0.88562091503268,7,"DiatomSizeReduction","pyridge","fixed"
"Quantiles",101,0.970588235294118,7,"DiatomSizeReduction","pyridge","fixed"
"FFT coef. (Mag^2 + Angle)",200,0.816993464052288,7,"DiatomSizeReduction","pyridge","fixed"
"catch22",18,0.866013071895425,8,"DiatomSizeReduction","pyridge","fixed"
"feasts",34,0.875816993464052,8,"DiatomSizeReduction","pyridge","fixed"
"tsfeatures",58,0.879084967320261,8,"DiatomSizeReduction","pyridge","fixed"
"TSFEL",140,0.872549019607843,8,"DiatomSizeReduction","pyridge","fixed"
"Kats",35,0.879084967320261,8,"DiatomSizeReduction","pyridge","fixed"
"tsfresh",726,0.879084967320261,8,"DiatomSizeReduction","pyridge","fixed"
"FFT (Mag^2 + Angle) + quantiles",301,0.866013071895425,8,"DiatomSizeReduction","pyridge","fixed"
"Quantiles",101,0.888888888888889,8,"DiatomSizeReduction","pyridge","fixed"
"FFT coef. (Mag^2 + Angle)",200,0.76797385620915,8,"DiatomSizeReduction","pyridge","fixed"
"catch22",18,0.977124183006536,9,"DiatomSizeReduction","pyridge","fixed"
"feasts",34,0.88235294117647,9,"DiatomSizeReduction","pyridge","fixed"
"tsfeatures",58,0.92483660130719,9,"DiatomSizeReduction","pyridge","fixed"
"TSFEL",140,0.96078431372549,9,"DiatomSizeReduction","pyridge","fixed"
"Kats",34,0.980392156862745,9,"DiatomSizeReduction","pyridge","fixed"
"tsfresh",723,0.918300653594771,9,"DiatomSizeReduction","pyridge","fixed"
"FFT (Mag^2 + Angle) + quantiles",301,0.88235294117647,9,"DiatomSizeReduction","pyridge","fixed"
"Quantiles",101,0.895424836601307,9,"DiatomSizeReduction","pyridge","fixed"
"FFT coef. (Mag^2 + Angle)",200,0.810457516339869,9,"DiatomSizeReduction","pyridge","fixed"
"catch22",18,0.964052287581699,10,"DiatomSizeReduction","pyridge","fixed"
"feasts",34,0.88235294117647,10,"DiatomSizeReduction","pyridge","fixed"
"tsfeatures",56,0.950980392156863,10,"DiatomSizeReduction","pyridge","fixed"
"TSFEL",140,0.967320261437909,10,"DiatomSizeReduction","pyridge","fixed"
"Kats",34,0.937908496732026,10,"DiatomSizeReduction","pyridge","fixed"
"tsfresh",724,0.980392156862745,10,"DiatomSizeReduction","pyridge","fixed"
"FFT (Mag^2 + Angle) + quantiles",301,0.947712418300654,10,"DiatomSizeReduction","pyridge","fixed"
"Quantiles",101,0.944444444444444,10,"DiatomSizeReduction","pyridge","fixed"
"FFT coef. (Mag^2 + Angle)",200,0.816993464052288,10,"DiatomSizeReduction","pyridge","fixed"
"catch22",18,0.866013071895425,11,"DiatomSizeReduction","pyridge","fixed"
"feasts",34,0.875816993464052,11,"DiatomSizeReduction","pyridge","fixed"
"tsfeatures",58,0.88562091503268,11,"DiatomSizeReduction","pyridge","fixed"
"TSFEL",140,0.866013071895425,11,"DiatomSizeReduction","pyridge","fixed"
"Kats",35,0.872549019607843,11,"DiatomSizeReduction","pyridge","fixed"
"tsfresh",726,0.892156862745098,11,"DiatomSizeReduction","pyridge","fixed"
"FFT (Mag^2 + Angle) + quantiles",301,0.872549019607843,11,"DiatomSizeReduction","pyridge","fixed"
"Quantiles",101,0.849673202614379,11,"DiatomSizeReduction","pyridge","fixed"
"FFT coef. (Mag^2 + Angle)",200,0.741830065359477,11,"DiatomSizeReduction","pyridge","fixed"
"catch22",18,0.964052287581699,12,"DiatomSizeReduction","pyridge","fixed"
"feasts",34,0.905228758169935,12,"DiatomSizeReduction","pyridge","fixed"
"tsfeatures",58,0.947712418300654,12,"DiatomSizeReduction","pyridge","fixed"
"TSFEL",140,0.977124183006536,12,"DiatomSizeReduction","pyridge","fixed"
"Kats",34,0.980392156862745,12,"DiatomSizeReduction","pyridge","fixed"
"tsfresh",726,0.944444444444444,12,"DiatomSizeReduction","pyridge","fixed"
"FFT (Mag^2 + Angle) + quantiles",301,0.928104575163399,12,"DiatomSizeReduction","pyridge","fixed"
"Quantiles",101,0.944444444444444,12,"DiatomSizeReduction","pyridge","fixed"
"FFT coef. (Mag^2 + Angle)",200,0.849673202614379,12,"DiatomSizeReduction","pyridge","fixed"
"catch22",22,0.823529411764706,13,"DiatomSizeReduction","pyridge","fixed"
"feasts",36,0.856209150326797,13,"DiatomSizeReduction","pyridge","fixed"
"tsfeatures",55,0.833333333333333,13,"DiatomSizeReduction","pyridge","fixed"
"TSFEL",144,0.872549019607843,13,"DiatomSizeReduction","pyridge","fixed"
"Kats",35,0.852941176470588,13,"DiatomSizeReduction","pyridge","fixed"
"tsfresh",729,0.879084967320261,13,"DiatomSizeReduction","pyridge","fixed"
"FFT (Mag^2 + Angle) + quantiles",301,0.830065359477124,13,"DiatomSizeReduction","pyridge","fixed"
"Quantiles",101,0.973856209150327,13,"DiatomSizeReduction","pyridge","fixed"
"FFT coef. (Mag^2 + Angle)",200,0.741830065359477,13,"DiatomSizeReduction","pyridge","fixed"
"catch22",16,0.898692810457516,14,"DiatomSizeReduction","pyridge","fixed"
"feasts",34,0.918300653594771,14,"DiatomSizeReduction","pyridge","fixed"
"tsfeatures",54,0.973856209150327,14,"DiatomSizeReduction","pyridge","fixed"
"TSFEL",140,0.92156862745098,14,"DiatomSizeReduction","pyridge","fixed"
"Kats",35,0.879084967320261,14,"DiatomSizeReduction","pyridge","fixed"
"tsfresh",725,0.944444444444444,14,"DiatomSizeReduction","pyridge","fixed"
"FFT (Mag^2 + Angle) + quantiles",301,0.898692810457516,14,"DiatomSizeReduction","pyridge","fixed"
"Quantiles",101,0.967320261437909,14,"DiatomSizeReduction","pyridge","fixed"
"FFT coef. (Mag^2 + Angle)",200,0.862745098039216,14,"DiatomSizeReduction","pyridge","fixed"
"catch22",17,0.954248366013072,15,"DiatomSizeReduction","pyridge","fixed"
"feasts",34,0.898692810457516,15,"DiatomSizeReduction","pyridge","fixed"
"tsfeatures",56,0.954248366013072,15,"DiatomSizeReduction","pyridge","fixed"
"TSFEL",140,0.964052287581699,15,"DiatomSizeReduction","pyridge","fixed"
"Kats",34,0.947712418300654,15,"DiatomSizeReduction","pyridge","fixed"
"tsfresh",725,0.941176470588235,15,"DiatomSizeReduction","pyridge","fixed"
"FFT (Mag^2 + Angle) + quantiles",301,0.92156862745098,15,"DiatomSizeReduction","pyridge","fixed"
"Quantiles",101,0.980392156862745,15,"DiatomSizeReduction","pyridge","fixed"
"FFT coef. (Mag^2 + Angle)",200,0.830065359477124,15,"DiatomSizeReduction","pyridge","fixed"
"catch22",16,0.96078431372549,16,"DiatomSizeReduction","pyridge","fixed"
"feasts",34,0.937908496732026,16,"DiatomSizeReduction","pyridge","fixed"
"tsfeatures",55,0.947712418300654,16,"DiatomSizeReduction","pyridge","fixed"
"TSFEL",140,0.964052287581699,16,"DiatomSizeReduction","pyridge","fixed"
"Kats",34,0.964052287581699,16,"DiatomSizeReduction","pyridge","fixed"
"tsfresh",726,0.973856209150327,16,"DiatomSizeReduction","pyridge","fixed"
"FFT (Mag^2 + Angle) + quantiles",301,0.88562091503268,16,"DiatomSizeReduction","pyridge","fixed"
"Quantiles",101,0.957516339869281,16,"DiatomSizeReduction","pyridge","fixed"
"FFT coef. (Mag^2 + Angle)",200,0.77124183006536,16,"DiatomSizeReduction","pyridge","fixed"
"catch22",16,0.928104575163399,17,"DiatomSizeReduction","pyridge","fixed"
"feasts",34,0.836601307189543,17,"DiatomSizeReduction","pyridge","fixed"
"tsfeatures",56,0.937908496732026,17,"DiatomSizeReduction","pyridge","fixed"
"TSFEL",140,0.918300653594771,17,"DiatomSizeReduction","pyridge","fixed"
"Kats",34,0.911764705882353,17,"DiatomSizeReduction","pyridge","fixed"
"tsfresh",723,0.92483660130719,17,"DiatomSizeReduction","pyridge","fixed"
"FFT (Mag^2 + Angle) + quantiles",301,0.866013071895425,17,"DiatomSizeReduction","pyridge","fixed"
"Quantiles",101,0.954248366013072,17,"DiatomSizeReduction","pyridge","fixed"
"FFT coef. (Mag^2 + Angle)",200,0.777777777777778,17,"DiatomSizeReduction","pyridge","fixed"
"catch22",16,0.977124183006536,18,"DiatomSizeReduction","pyridge","fixed"
"feasts",34,0.918300653594771,18,"DiatomSizeReduction","pyridge","fixed"
"tsfeatures",58,0.954248366013072,18,"DiatomSizeReduction","pyridge","fixed"
"TSFEL",140,0.967320261437909,18,"DiatomSizeReduction","pyridge","fixed"
"Kats",34,0.973856209150327,18,"DiatomSizeReduction","pyridge","fixed"
"tsfresh",725,0.954248366013072,18,"DiatomSizeReduction","pyridge","fixed"
"FFT (Mag^2 + Angle) + quantiles",301,0.901960784313726,18,"DiatomSizeReduction","pyridge","fixed"
"Quantiles",101,0.944444444444444,18,"DiatomSizeReduction","pyridge","fixed"
"FFT coef. (Mag^2 + Angle)",200,0.816993464052288,18,"DiatomSizeReduction","pyridge","fixed"
"catch22",16,0.970588235294118,19,"DiatomSizeReduction","pyridge","fixed"
"feasts",34,0.898692810457516,19,"DiatomSizeReduction","pyridge","fixed"
"tsfeatures",58,0.931372549019608,19,"DiatomSizeReduction","pyridge","fixed"
"TSFEL",140,0.947712418300654,19,"DiatomSizeReduction","pyridge","fixed"
"Kats",34,0.888888888888889,19,"DiatomSizeReduction","pyridge","fixed"
"tsfresh",722,0.92483660130719,19,"DiatomSizeReduction","pyridge","fixed"
"FFT (Mag^2 + Angle) + quantiles",301,0.88562091503268,19,"DiatomSizeReduction","pyridge","fixed"
"Quantiles",101,0.901960784313726,19,"DiatomSizeReduction","pyridge","fixed"
"FFT coef. (Mag^2 + Angle)",200,0.823529411764706,19,"DiatomSizeReduction","pyridge","fixed"
"catch22",17,0.957516339869281,20,"DiatomSizeReduction","pyridge","fixed"
"feasts",34,0.934640522875817,20,"DiatomSizeReduction","pyridge","fixed"
"tsfeatures",55,0.950980392156863,20,"DiatomSizeReduction","pyridge","fixed"
"TSFEL",140,0.950980392156863,20,"DiatomSizeReduction","pyridge","fixed"
"Kats",34,0.947712418300654,20,"DiatomSizeReduction","pyridge","fixed"
"tsfresh",724,0.970588235294118,20,"DiatomSizeReduction","pyridge","fixed"
"FFT (Mag^2 + Angle) + quantiles",301,0.92483660130719,20,"DiatomSizeReduction","pyridge","fixed"
"Quantiles",101,0.954248366013072,20,"DiatomSizeReduction","pyridge","fixed"
"FFT coef. (Mag^2 + Angle)",200,0.80718954248366,20,"DiatomSizeReduction","pyridge","fixed"
"catch22",18,0.947712418300654,21,"DiatomSizeReduction","pyridge","fixed"
"feasts",34,0.898692810457516,21,"DiatomSizeReduction","pyridge","fixed"
"tsfeatures",58,0.931372549019608,21,"DiatomSizeReduction","pyridge","fixed"
"TSFEL",140,0.915032679738562,21,"DiatomSizeReduction","pyridge","fixed"
"Kats",35,0.928104575163399,21,"DiatomSizeReduction","pyridge","fixed"
"tsfresh",724,0.934640522875817,21,"DiatomSizeReduction","pyridge","fixed"
"FFT (Mag^2 + Angle) + quantiles",301,0.911764705882353,21,"DiatomSizeReduction","pyridge","fixed"
"Quantiles",101,0.934640522875817,21,"DiatomSizeReduction","pyridge","fixed"
"FFT coef. (Mag^2 + Angle)",200,0.686274509803922,21,"DiatomSizeReduction","pyridge","fixed"
"catch22",17,0.92483660130719,22,"DiatomSizeReduction","pyridge","fixed"
"feasts",34,0.908496732026144,22,"DiatomSizeReduction","pyridge","fixed"
"tsfeatures",54,0.967320261437909,22,"DiatomSizeReduction","pyridge","fixed"
"TSFEL",140,0.957516339869281,22,"DiatomSizeReduction","pyridge","fixed"
"Kats",34,0.931372549019608,22,"DiatomSizeReduction","pyridge","fixed"
"tsfresh",723,0.967320261437909,22,"DiatomSizeReduction","pyridge","fixed"
"FFT (Mag^2 + Angle) + quantiles",301,0.875816993464052,22,"DiatomSizeReduction","pyridge","fixed"
"Quantiles",101,0.928104575163399,22,"DiatomSizeReduction","pyridge","fixed"
"FFT coef. (Mag^2 + Angle)",200,0.741830065359477,22,"DiatomSizeReduction","pyridge","fixed"
"catch22",16,0.964052287581699,23,"DiatomSizeReduction","pyridge","fixed"
"feasts",34,0.852941176470588,23,"DiatomSizeReduction","pyridge","fixed"
"tsfeatures",56,0.96078431372549,23,"DiatomSizeReduction","pyridge","fixed"
"TSFEL",140,0.957516339869281,23,"DiatomSizeReduction","pyridge","fixed"
"Kats",34,0.947712418300654,23,"DiatomSizeReduction","pyridge","fixed"
"tsfresh",724,0.954248366013072,23,"DiatomSizeReduction","pyridge","fixed"
"FFT (Mag^2 + Angle) + quantiles",301,0.898692810457516,23,"DiatomSizeReduction","pyridge","fixed"
"Quantiles",101,0.954248366013072,23,"DiatomSizeReduction","pyridge","fixed"
"FFT coef. (Mag^2 + Angle)",200,0.751633986928105,23,"DiatomSizeReduction","pyridge","fixed"
"catch22",18,0.934640522875817,24,"DiatomSizeReduction","pyridge","fixed"
"feasts",34,0.875816993464052,24,"DiatomSizeReduction","pyridge","fixed"
"tsfeatures",56,0.944444444444444,24,"DiatomSizeReduction","pyridge","fixed"
"TSFEL",140,0.915032679738562,24,"DiatomSizeReduction","pyridge","fixed"
"Kats",34,0.937908496732026,24,"DiatomSizeReduction","pyridge","fixed"
"tsfresh",726,0.92156862745098,24,"DiatomSizeReduction","pyridge","fixed"
"FFT (Mag^2 + Angle) + quantiles",301,0.852941176470588,24,"DiatomSizeReduction","pyridge","fixed"
"Quantiles",101,0.875816993464052,24,"DiatomSizeReduction","pyridge","fixed"
