"feature_set","num_features","accuracy","resample","problem","classifier","penalty"
"catch22",22,0.792,1,"SmallKitchenAppliances","pyridge","cv"
"feasts",38,0.736,1,"SmallKitchenAppliances","pyridge","cv"
"tsfeatures",59,0.808,1,"SmallKitchenAppliances","pyridge","cv"
"TSFEL",145,0.757333333333333,1,"SmallKitchenAppliances","pyridge","cv"
"Kats",36,0.794666666666667,1,"SmallKitchenAppliances","pyridge","cv"
"tsfresh",744,0.808,1,"SmallKitchenAppliances","pyridge","cv"
"FFT (Mag^2 + Angle) + quantiles",301,0.685333333333333,1,"SmallKitchenAppliances","pyridge","cv"
"Quantiles",101,0.762666666666667,1,"SmallKitchenAppliances","pyridge","cv"
"FFT coef. (Mag^2 + Angle)",200,0.496,1,"SmallKitchenAppliances","pyridge","cv"
"catch22",22,0.816,2,"SmallKitchenAppliances","pyridge","cv"
"feasts",38,0.746666666666667,2,"SmallKitchenAppliances","pyridge","cv"
"tsfeatures",59,0.786666666666667,2,"SmallKitchenAppliances","pyridge","cv"
"TSFEL",145,0.784,2,"SmallKitchenAppliances","pyridge","cv"
"Kats",36,0.781333333333333,2,"SmallKitchenAppliances","pyridge","cv"
"tsfresh",743,0.789333333333333,2,"SmallKitchenAppliances","pyridge","cv"
"FFT (Mag^2 + Angle) + quantiles",301,0.704,2,"SmallKitchenAppliances","pyridge","cv"
"Quantiles",101,0.749333333333333,2,"SmallKitchenAppliances","pyridge","cv"
"FFT coef. (Mag^2 + Angle)",200,0.496,2,"SmallKitchenAppliances","pyridge","cv"
"catch22",22,0.786666666666667,3,"SmallKitchenAppliances","pyridge","cv"
"feasts",38,0.736,3,"SmallKitchenAppliances","pyridge","cv"
"tsfeatures",59,0.797333333333333,3,"SmallKitchenAppliances","pyridge","cv"
"TSFEL",145,0.781333333333333,3,"SmallKitchenAppliances","pyridge","cv"
"Kats",36,0.776,3,"SmallKitchenAppliances","pyridge","cv"
"tsfresh",744,0.794666666666667,3,"SmallKitchenAppliances","pyridge","cv"
"FFT (Mag^2 + Angle) + quantiles",301,0.68,3,"SmallKitchenAppliances","pyridge","cv"
"Quantiles",101,0.736,3,"SmallKitchenAppliances","pyridge","cv"
"FFT coef. (Mag^2 + Angle)",200,0.498666666666667,3,"SmallKitchenAppliances","pyridge","cv"
"catch22",22,0.789333333333333,4,"SmallKitchenAppliances","pyridge","cv"
"feasts",38,0.728,4,"SmallKitchenAppliances","pyridge","cv"
"tsfeatures",59,0.818666666666667,4,"SmallKitchenAppliances","pyridge","cv"
"TSFEL",145,0.824,4,"SmallKitchenAppliances","pyridge","cv"
"Kats",36,0.792,4,"SmallKitchenAppliances","pyridge","cv"
"tsfresh",744,0.784,4,"SmallKitchenAppliances","pyridge","cv"
"FFT (Mag^2 + Angle) + quantiles",301,0.666666666666667,4,"SmallKitchenAppliances","pyridge","cv"
"Quantiles",101,0.746666666666667,4,"SmallKitchenAppliances","pyridge","cv"
"FFT coef. (Mag^2 + Angle)",200,0.52,4,"SmallKitchenAppliances","pyridge","cv"
"catch22",22,0.765333333333333,5,"SmallKitchenAppliances","pyridge","cv"
"feasts",38,0.741333333333333,5,"SmallKitchenAppliances","pyridge","cv"
"tsfeatures",59,0.778666666666667,5,"SmallKitchenAppliances","pyridge","cv"
"TSFEL",144,0.792,5,"SmallKitchenAppliances","pyridge","cv"
"Kats",36,0.749333333333333,5,"SmallKitchenAppliances","pyridge","cv"
"tsfresh",744,0.789333333333333,5,"SmallKitchenAppliances","pyridge","cv"
"FFT (Mag^2 + Angle) + quantiles",301,0.704,5,"SmallKitchenAppliances","pyridge","cv"
"Quantiles",101,0.749333333333333,5,"SmallKitchenAppliances","pyridge","cv"
"FFT coef. (Mag^2 + Angle)",200,0.517333333333333,5,"SmallKitchenAppliances","pyridge","cv"
"catch22",22,0.810666666666667,6,"SmallKitchenAppliances","pyridge","cv"
"feasts",38,0.762666666666667,6,"SmallKitchenAppliances","pyridge","cv"
"tsfeatures",59,0.786666666666667,6,"SmallKitchenAppliances","pyridge","cv"
"TSFEL",145,0.784,6,"SmallKitchenAppliances","pyridge","cv"
"Kats",36,0.805333333333333,6,"SmallKitchenAppliances","pyridge","cv"
"tsfresh",744,0.794666666666667,6,"SmallKitchenAppliances","pyridge","cv"
"FFT (Mag^2 + Angle) + quantiles",301,0.658666666666667,6,"SmallKitchenAppliances","pyridge","cv"
"Quantiles",101,0.733333333333333,6,"SmallKitchenAppliances","pyridge","cv"
"FFT coef. (Mag^2 + Angle)",200,0.474666666666667,6,"SmallKitchenAppliances","pyridge","cv"
"catch22",22,0.781333333333333,7,"SmallKitchenAppliances","pyridge","cv"
"feasts",38,0.754666666666667,7,"SmallKitchenAppliances","pyridge","cv"
"tsfeatures",59,0.792,7,"SmallKitchenAppliances","pyridge","cv"
"TSFEL",145,0.781333333333333,7,"SmallKitchenAppliances","pyridge","cv"
