"feature_set","num_features","accuracy","resample","problem","classifier","penalty"
"catch22",22,0.821963394342762,1,"SonyAIBORobotSurface1","pyridge","fixed"
"feasts",37,0.868552412645591,1,"SonyAIBORobotSurface1","pyridge","fixed"
"tsfeatures",59,0.86522462562396,1,"SonyAIBORobotSurface1","pyridge","fixed"
"TSFEL",142,0.86522462562396,1,"SonyAIBORobotSurface1","pyridge","fixed"
"Kats",36,0.843594009983361,1,"SonyAIBORobotSurface1","pyridge","fixed"
"tsfresh",465,0.826955074875208,1,"SonyAIBORobotSurface1","pyridge","fixed"
"FFT (Mag^2 + Angle) + quantiles",173,0.898502495840266,1,"SonyAIBORobotSurface1","pyridge","fixed"
"Quantiles",101,0.75873544093178,1,"SonyAIBORobotSurface1","pyridge","fixed"
"FFT coef. (Mag^2 + Angle)",72,0.86189683860233,1,"SonyAIBORobotSurface1","pyridge","fixed"
"catch22",22,0.851913477537438,2,"SonyAIBORobotSurface1","pyridge","fixed"
"feasts",37,0.905158069883527,2,"SonyAIBORobotSurface1","pyridge","fixed"
"tsfeatures",59,0.926788685524126,2,"SonyAIBORobotSurface1","pyridge","fixed"
"TSFEL",142,0.906821963394343,2,"SonyAIBORobotSurface1","pyridge","fixed"
"Kats",36,0.915141430948419,2,"SonyAIBORobotSurface1","pyridge","fixed"
"tsfresh",466,0.923460898502496,2,"SonyAIBORobotSurface1","pyridge","fixed"
"FFT (Mag^2 + Angle) + quantiles",173,0.898502495840266,2,"SonyAIBORobotSurface1","pyridge","fixed"
"Quantiles",101,0.845257903494176,2,"SonyAIBORobotSurface1","pyridge","fixed"
"FFT coef. (Mag^2 + Angle)",72,0.855241264559068,2,"SonyAIBORobotSurface1","pyridge","fixed"
"catch22",22,0.940099833610649,3,"SonyAIBORobotSurface1","pyridge","fixed"
"feasts",37,0.950083194675541,3,"SonyAIBORobotSurface1","pyridge","fixed"
"tsfeatures",59,0.960066555740433,3,"SonyAIBORobotSurface1","pyridge","fixed"
"TSFEL",143,0.936772046589018,3,"SonyAIBORobotSurface1","pyridge","fixed"
"Kats",36,0.948419301164726,3,"SonyAIBORobotSurface1","pyridge","fixed"
"tsfresh",466,0.933444259567388,3,"SonyAIBORobotSurface1","pyridge","fixed"
"FFT (Mag^2 + Angle) + quantiles",173,0.941763727121464,3,"SonyAIBORobotSurface1","pyridge","fixed"
"Quantiles",101,0.850249584026622,3,"SonyAIBORobotSurface1","pyridge","fixed"
"FFT coef. (Mag^2 + Angle)",72,0.933444259567388,3,"SonyAIBORobotSurface1","pyridge","fixed"
"catch22",22,0.900166389351082,4,"SonyAIBORobotSurface1","pyridge","fixed"
"feasts",37,0.945091514143095,4,"SonyAIBORobotSurface1","pyridge","fixed"
"tsfeatures",59,0.94675540765391,4,"SonyAIBORobotSurface1","pyridge","fixed"
"TSFEL",143,0.915141430948419,4,"SonyAIBORobotSurface1","pyridge","fixed"
"Kats",36,0.913477537437604,4,"SonyAIBORobotSurface1","pyridge","fixed"
"tsfresh",466,0.933444259567388,4,"SonyAIBORobotSurface1","pyridge","fixed"
"FFT (Mag^2 + Angle) + quantiles",173,0.936772046589018,4,"SonyAIBORobotSurface1","pyridge","fixed"
"Quantiles",101,0.875207986688852,4,"SonyAIBORobotSurface1","pyridge","fixed"
"FFT coef. (Mag^2 + Angle)",72,0.835274542429285,4,"SonyAIBORobotSurface1","pyridge","fixed"
"catch22",22,0.845257903494176,5,"SonyAIBORobotSurface1","pyridge","fixed"
"feasts",37,0.86189683860233,5,"SonyAIBORobotSurface1","pyridge","fixed"
"tsfeatures",59,0.841930116472546,5,"SonyAIBORobotSurface1","pyridge","fixed"
"TSFEL",143,0.863560732113145,5,"SonyAIBORobotSurface1","pyridge","fixed"
"Kats",35,0.805324459234609,5,"SonyAIBORobotSurface1","pyridge","fixed"
"tsfresh",466,0.898502495840266,5,"SonyAIBORobotSurface1","pyridge","fixed"
"FFT (Mag^2 + Angle) + quantiles",173,0.898502495840266,5,"SonyAIBORobotSurface1","pyridge","fixed"
"Quantiles",101,0.86522462562396,5,"SonyAIBORobotSurface1","pyridge","fixed"
"FFT coef. (Mag^2 + Angle)",72,0.803660565723794,5,"SonyAIBORobotSurface1","pyridge","fixed"
"catch22",22,0.84026622296173,6,"SonyAIBORobotSurface1","pyridge","fixed"
"feasts",37,0.896838602329451,6,"SonyAIBORobotSurface1","pyridge","fixed"
"tsfeatures",59,0.913477537437604,6,"SonyAIBORobotSurface1","pyridge","fixed"
"TSFEL",143,0.930116472545757,6,"SonyAIBORobotSurface1","pyridge","fixed"
"Kats",35,0.91846921797005,6,"SonyAIBORobotSurface1","pyridge","fixed"
"tsfresh",466,0.930116472545757,6,"SonyAIBORobotSurface1","pyridge","fixed"
"FFT (Mag^2 + Angle) + quantiles",173,0.930116472545757,6,"SonyAIBORobotSurface1","pyridge","fixed"
