"feature_set","num_features","accuracy","resample","problem","classifier","penalty"
"catch22",20,0.837706511175899,1,"ItalyPowerDemand","pyridge","cv"
"feasts",37,0.931000971817298,1,"ItalyPowerDemand","pyridge","cv"
"tsfeatures",54,0.926141885325559,1,"ItalyPowerDemand","pyridge","cv"
"TSFEL",124,0.924198250728863,1,"ItalyPowerDemand","pyridge","cv"
"Kats",36,0.913508260447036,1,"ItalyPowerDemand","pyridge","cv"
"tsfresh",362,0.956268221574344,1,"ItalyPowerDemand","pyridge","cv"
"FFT (Mag^2 + Angle) + quantiles",127,0.945578231292517,1,"ItalyPowerDemand","pyridge","cv"
"Quantiles",101,0.714285714285714,1,"ItalyPowerDemand","pyridge","cv"
"FFT coef. (Mag^2 + Angle)",26,0.941690962099125,1,"ItalyPowerDemand","pyridge","cv"
"catch22",20,0.810495626822157,2,"ItalyPowerDemand","pyridge","cv"
"feasts",37,0.941690962099125,2,"ItalyPowerDemand","pyridge","cv"
"tsfeatures",54,0.950437317784257,2,"ItalyPowerDemand","pyridge","cv"
"TSFEL",124,0.943634596695821,2,"ItalyPowerDemand","pyridge","cv"
"Kats",36,0.944606413994169,2,"ItalyPowerDemand","pyridge","cv"
"tsfresh",366,0.954324586977648,2,"ItalyPowerDemand","pyridge","cv"
"FFT (Mag^2 + Angle) + quantiles",127,0.915451895043732,2,"ItalyPowerDemand","pyridge","cv"
"Quantiles",101,0.747327502429543,2,"ItalyPowerDemand","pyridge","cv"
"FFT coef. (Mag^2 + Angle)",26,0.955296404275996,2,"ItalyPowerDemand","pyridge","cv"
"catch22",20,0.833819241982507,3,"ItalyPowerDemand","pyridge","cv"
"feasts",37,0.898931000971817,3,"ItalyPowerDemand","pyridge","cv"
"tsfeatures",54,0.909620991253644,3,"ItalyPowerDemand","pyridge","cv"
"TSFEL",124,0.926141885325559,3,"ItalyPowerDemand","pyridge","cv"
"Kats",36,0.910592808551992,3,"ItalyPowerDemand","pyridge","cv"
"tsfresh",365,0.960155490767736,3,"ItalyPowerDemand","pyridge","cv"
"FFT (Mag^2 + Angle) + quantiles",127,0.924198250728863,3,"ItalyPowerDemand","pyridge","cv"
"Quantiles",101,0.703595724003887,3,"ItalyPowerDemand","pyridge","cv"
"FFT coef. (Mag^2 + Angle)",26,0.942662779397473,3,"ItalyPowerDemand","pyridge","cv"
"catch22",20,0.793002915451895,4,"ItalyPowerDemand","pyridge","cv"
"feasts",37,0.88824101068999,4,"ItalyPowerDemand","pyridge","cv"
"tsfeatures",54,0.900874635568513,4,"ItalyPowerDemand","pyridge","cv"
"TSFEL",124,0.931000971817298,4,"ItalyPowerDemand","pyridge","cv"
"Kats",36,0.900874635568513,4,"ItalyPowerDemand","pyridge","cv"
"tsfresh",365,0.95821185617104,4,"ItalyPowerDemand","pyridge","cv"
"FFT (Mag^2 + Angle) + quantiles",127,0.950437317784257,4,"ItalyPowerDemand","pyridge","cv"
"Quantiles",101,0.737609329446064,4,"ItalyPowerDemand","pyridge","cv"
"FFT coef. (Mag^2 + Angle)",26,0.949465500485909,4,"ItalyPowerDemand","pyridge","cv"
"catch22",20,0.862973760932945,5,"ItalyPowerDemand","pyridge","cv"
"feasts",37,0.9067055393586,5,"ItalyPowerDemand","pyridge","cv"
"tsfeatures",54,0.917395529640428,5,"ItalyPowerDemand","pyridge","cv"
"TSFEL",124,0.897959183673469,5,"ItalyPowerDemand","pyridge","cv"
"Kats",36,0.927113702623907,5,"ItalyPowerDemand","pyridge","cv"
"tsfresh",365,0.950437317784257,5,"ItalyPowerDemand","pyridge","cv"
"FFT (Mag^2 + Angle) + quantiles",127,0.937803692905734,5,"ItalyPowerDemand","pyridge","cv"
"Quantiles",101,0.769679300291545,5,"ItalyPowerDemand","pyridge","cv"
"FFT coef. (Mag^2 + Angle)",26,0.949465500485909,5,"ItalyPowerDemand","pyridge","cv"
"catch22",20,0.803692905733722,6,"ItalyPowerDemand","pyridge","cv"
"feasts",37,0.922254616132167,6,"ItalyPowerDemand","pyridge","cv"
"tsfeatures",54,0.903790087463557,6,"ItalyPowerDemand","pyridge","cv"
"TSFEL",125,0.937803692905734,6,"ItalyPowerDemand","pyridge","cv"
