"feature_set","num_features","accuracy","resample","problem","classifier","penalty"
"catch22",21,0.79,1,"ACSF1","pyridge","cv"
"feasts",38,0.68,1,"ACSF1","pyridge","cv"
"tsfeatures",56,0.75,1,"ACSF1","pyridge","cv"
"TSFEL",145,0.8,1,"ACSF1","pyridge","cv"
"Kats",36,0.65,1,"ACSF1","pyridge","cv"
"tsfresh",743,0.74,1,"ACSF1","pyridge","cv"
"FFT (Mag^2 + Angle) + quantiles",301,0.58,1,"ACSF1","pyridge","cv"
"Quantiles",101,0.76,1,"ACSF1","pyridge","cv"
"FFT coef. (Mag^2 + Angle)",200,0.33,1,"ACSF1","pyridge","cv"
"catch22",21,0.69,2,"ACSF1","pyridge","cv"
"feasts",38,0.55,2,"ACSF1","pyridge","cv"
"tsfeatures",56,0.65,2,"ACSF1","pyridge","cv"
"TSFEL",145,0.59,2,"ACSF1","pyridge","cv"
"Kats",36,0.63,2,"ACSF1","pyridge","cv"
"tsfresh",741,0.73,2,"ACSF1","pyridge","cv"
"FFT (Mag^2 + Angle) + quantiles",301,0.53,2,"ACSF1","pyridge","cv"
"Quantiles",101,0.64,2,"ACSF1","pyridge","cv"
"FFT coef. (Mag^2 + Angle)",200,0.3,2,"ACSF1","pyridge","cv"
"catch22",21,0.71,3,"ACSF1","pyridge","cv"
"feasts",38,0.56,3,"ACSF1","pyridge","cv"
"tsfeatures",56,0.65,3,"ACSF1","pyridge","cv"
"TSFEL",145,0.67,3,"ACSF1","pyridge","cv"
"Kats",36,0.59,3,"ACSF1","pyridge","cv"
"tsfresh",742,0.69,3,"ACSF1","pyridge","cv"
"FFT (Mag^2 + Angle) + quantiles",301,0.57,3,"ACSF1","pyridge","cv"
"Quantiles",101,0.7,3,"ACSF1","pyridge","cv"
"FFT coef. (Mag^2 + Angle)",200,0.31,3,"ACSF1","pyridge","cv"
"catch22",21,0.72,4,"ACSF1","pyridge","cv"
"feasts",38,0.61,4,"ACSF1","pyridge","cv"
"tsfeatures",56,0.68,4,"ACSF1","pyridge","cv"
"TSFEL",145,0.73,4,"ACSF1","pyridge","cv"
"Kats",36,0.6,4,"ACSF1","pyridge","cv"
"tsfresh",743,0.73,4,"ACSF1","pyridge","cv"
"FFT (Mag^2 + Angle) + quantiles",301,0.48,4,"ACSF1","pyridge","cv"
"Quantiles",101,0.69,4,"ACSF1","pyridge","cv"
"FFT coef. (Mag^2 + Angle)",200,0.33,4,"ACSF1","pyridge","cv"
"catch22",21,0.68,5,"ACSF1","pyridge","cv"
"feasts",38,0.66,5,"ACSF1","pyridge","cv"
"tsfeatures",56,0.75,5,"ACSF1","pyridge","cv"
"TSFEL",145,0.73,5,"ACSF1","pyridge","cv"
"Kats",36,0.66,5,"ACSF1","pyridge","cv"
"tsfresh",743,0.64,5,"ACSF1","pyridge","cv"
"FFT (Mag^2 + Angle) + quantiles",301,0.49,5,"ACSF1","pyridge","cv"
"Quantiles",101,0.74,5,"ACSF1","pyridge","cv"
"FFT coef. (Mag^2 + Angle)",200,0.31,5,"ACSF1","pyridge","cv"
"catch22",21,0.81,6,"ACSF1","pyridge","cv"
"feasts",38,0.51,6,"ACSF1","pyridge","cv"
"tsfeatures",56,0.63,6,"ACSF1","pyridge","cv"
"TSFEL",145,0.68,6,"ACSF1","pyridge","cv"
"Kats",36,0.72,6,"ACSF1","pyridge","cv"
"tsfresh",742,0.68,6,"ACSF1","pyridge","cv"
"FFT (Mag^2 + Angle) + quantiles",301,0.56,6,"ACSF1","pyridge","cv"
"Quantiles",101,0.72,6,"ACSF1","pyridge","cv"
"FFT coef. (Mag^2 + Angle)",200,0.33,6,"ACSF1","pyridge","cv"
"catch22",21,0.68,7,"ACSF1","pyridge","cv"
"feasts",38,0.63,7,"ACSF1","pyridge","cv"
"tsfeatures",56,0.7,7,"ACSF1","pyridge","cv"
"TSFEL",145,0.69,7,"ACSF1","pyridge","cv"
"Kats",36,0.65,7,"ACSF1","pyridge","cv"
"tsfresh",742,0.72,7,"ACSF1","pyridge","cv"
"FFT (Mag^2 + Angle) + quantiles",301,0.55,7,"ACSF1","pyridge","cv"
"Quantiles",101,0.64,7,"ACSF1","pyridge","cv"
"FFT coef. (Mag^2 + Angle)",200,0.4,7,"ACSF1","pyridge","cv"
"catch22",21,0.75,8,"ACSF1","pyridge","cv"
"feasts",38,0.58,8,"ACSF1","pyridge","cv"
"tsfeatures",56,0.66,8,"ACSF1","pyridge","cv"
"TSFEL",143,0.75,8,"ACSF1","pyridge","cv"
"Kats",36,0.66,8,"ACSF1","pyridge","cv"
"tsfresh",742,0.7,8,"ACSF1","pyridge","cv"
"FFT (Mag^2 + Angle) + quantiles",301,0.55,8,"ACSF1","pyridge","cv"
"Quantiles",101,0.68,8,"ACSF1","pyridge","cv"
"FFT coef. (Mag^2 + Angle)",200,0.35,8,"ACSF1","pyridge","cv"
"catch22",21,0.68,9,"ACSF1","pyridge","cv"
"feasts",38,0.62,9,"ACSF1","pyridge","cv"
"tsfeatures",56,0.7,9,"ACSF1","pyridge","cv"
"TSFEL",145,0.75,9,"ACSF1","pyridge","cv"
"Kats",36,0.63,9,"ACSF1","pyridge","cv"
"tsfresh",743,0.73,9,"ACSF1","pyridge","cv"
"FFT (Mag^2 + Angle) + quantiles",301,0.59,9,"ACSF1","pyridge","cv"
"Quantiles",101,0.64,9,"ACSF1","pyridge","cv"
"FFT coef. (Mag^2 + Angle)",200,0.33,9,"ACSF1","pyridge","cv"
"catch22",21,0.64,10,"ACSF1","pyridge","cv"
"feasts",38,0.64,10,"ACSF1","pyridge","cv"
"tsfeatures",56,0.65,10,"ACSF1","pyridge","cv"
"TSFEL",145,0.68,10,"ACSF1","pyridge","cv"
"Kats",36,0.63,10,"ACSF1","pyridge","cv"
"tsfresh",743,0.65,10,"ACSF1","pyridge","cv"
"FFT (Mag^2 + Angle) + quantiles",301,0.43,10,"ACSF1","pyridge","cv"
"Quantiles",101,0.71,10,"ACSF1","pyridge","cv"
"FFT coef. (Mag^2 + Angle)",200,0.3,10,"ACSF1","pyridge","cv"
"catch22",21,0.65,11,"ACSF1","pyridge","cv"
"feasts",38,0.52,11,"ACSF1","pyridge","cv"
"tsfeatures",56,0.68,11,"ACSF1","pyridge","cv"
"TSFEL",145,0.74,11,"ACSF1","pyridge","cv"
"Kats",36,0.65,11,"ACSF1","pyridge","cv"
"tsfresh",742,0.74,11,"ACSF1","pyridge","cv"
"FFT (Mag^2 + Angle) + quantiles",301,0.55,11,"ACSF1","pyridge","cv"
"Quantiles",101,0.65,11,"ACSF1","pyridge","cv"
"FFT coef. (Mag^2 + Angle)",200,0.33,11,"ACSF1","pyridge","cv"
"catch22",21,0.71,12,"ACSF1","pyridge","cv"
"feasts",38,0.59,12,"ACSF1","pyridge","cv"
"tsfeatures",56,0.67,12,"ACSF1","pyridge","cv"
"TSFEL",145,0.66,12,"ACSF1","pyridge","cv"
"Kats",36,0.61,12,"ACSF1","pyridge","cv"
"tsfresh",741,0.71,12,"ACSF1","pyridge","cv"
