"feature_set","num_features","accuracy","resample","problem","classifier","penalty"
"catch22",22,0.558441558441558,1,"MiddlePhalanxTW","pyridge","cv"
"feasts",35,0.590909090909091,1,"MiddlePhalanxTW","pyridge","cv"
"tsfeatures",59,0.577922077922078,1,"MiddlePhalanxTW","pyridge","cv"
"TSFEL",142,0.577922077922078,1,"MiddlePhalanxTW","pyridge","cv"
"Kats",36,0.590909090909091,1,"MiddlePhalanxTW","pyridge","cv"
"tsfresh",483,0.597402597402597,1,"MiddlePhalanxTW","pyridge","cv"
"FFT (Mag^2 + Angle) + quantiles",183,0.577922077922078,1,"MiddlePhalanxTW","pyridge","cv"
"Quantiles",101,0.564935064935065,1,"MiddlePhalanxTW","pyridge","cv"
"FFT coef. (Mag^2 + Angle)",82,0.558441558441558,1,"MiddlePhalanxTW","pyridge","cv"
"catch22",22,0.564935064935065,2,"MiddlePhalanxTW","pyridge","cv"
"feasts",35,0.577922077922078,2,"MiddlePhalanxTW","pyridge","cv"
"tsfeatures",59,0.597402597402597,2,"MiddlePhalanxTW","pyridge","cv"
"TSFEL",142,0.577922077922078,2,"MiddlePhalanxTW","pyridge","cv"
"Kats",36,0.571428571428571,2,"MiddlePhalanxTW","pyridge","cv"
"tsfresh",483,0.597402597402597,2,"MiddlePhalanxTW","pyridge","cv"
"FFT (Mag^2 + Angle) + quantiles",183,0.584415584415584,2,"MiddlePhalanxTW","pyridge","cv"
"Quantiles",101,0.545454545454545,2,"MiddlePhalanxTW","pyridge","cv"
"FFT coef. (Mag^2 + Angle)",82,0.590909090909091,2,"MiddlePhalanxTW","pyridge","cv"
"catch22",22,0.564935064935065,3,"MiddlePhalanxTW","pyridge","cv"
"feasts",35,0.564935064935065,3,"MiddlePhalanxTW","pyridge","cv"
"tsfeatures",59,0.577922077922078,3,"MiddlePhalanxTW","pyridge","cv"
"TSFEL",142,0.577922077922078,3,"MiddlePhalanxTW","pyridge","cv"
"Kats",36,0.597402597402597,3,"MiddlePhalanxTW","pyridge","cv"
"tsfresh",482,0.597402597402597,3,"MiddlePhalanxTW","pyridge","cv"
"FFT (Mag^2 + Angle) + quantiles",183,0.571428571428571,3,"MiddlePhalanxTW","pyridge","cv"
"Quantiles",101,0.603896103896104,3,"MiddlePhalanxTW","pyridge","cv"
"FFT coef. (Mag^2 + Angle)",82,0.584415584415584,3,"MiddlePhalanxTW","pyridge","cv"
"catch22",22,0.564935064935065,4,"MiddlePhalanxTW","pyridge","cv"
"feasts",35,0.577922077922078,4,"MiddlePhalanxTW","pyridge","cv"
"tsfeatures",59,0.577922077922078,4,"MiddlePhalanxTW","pyridge","cv"
"TSFEL",142,0.571428571428571,4,"MiddlePhalanxTW","pyridge","cv"
"Kats",36,0.577922077922078,4,"MiddlePhalanxTW","pyridge","cv"
"tsfresh",483,0.558441558441558,4,"MiddlePhalanxTW","pyridge","cv"
"FFT (Mag^2 + Angle) + quantiles",183,0.558441558441558,4,"MiddlePhalanxTW","pyridge","cv"
"Quantiles",101,0.597402597402597,4,"MiddlePhalanxTW","pyridge","cv"
