"feature_set","num_features","accuracy","resample","problem","classifier","penalty"
"catch22",22,0.60655737704918,1,"Covid3Month","pyridge","cv"
"feasts",40,0.60655737704918,1,"Covid3Month","pyridge","cv"
"tsfeatures",59,0.622950819672131,1,"Covid3Month","pyridge","cv"
"TSFEL",145,0.655737704918033,1,"Covid3Month","pyridge","cv"
"Kats",36,0.60655737704918,1,"Covid3Month","pyridge","cv"
"tsfresh",499,0.573770491803279,1,"Covid3Month","pyridge","cv"
"FFT (Mag^2 + Angle) + quantiles",187,0.540983606557377,1,"Covid3Month","pyridge","cv"
"Quantiles",101,0.540983606557377,1,"Covid3Month","pyridge","cv"
"FFT coef. (Mag^2 + Angle)",86,0.524590163934426,1,"Covid3Month","pyridge","cv"
"catch22",22,0.573770491803279,2,"Covid3Month","pyridge","cv"
"feasts",40,0.655737704918033,2,"Covid3Month","pyridge","cv"
"tsfeatures",59,0.540983606557377,2,"Covid3Month","pyridge","cv"
"TSFEL",145,0.573770491803279,2,"Covid3Month","pyridge","cv"
"Kats",36,0.540983606557377,2,"Covid3Month","pyridge","cv"
"tsfresh",500,0.60655737704918,2,"Covid3Month","pyridge","cv"
"FFT (Mag^2 + Angle) + quantiles",187,0.59016393442623,2,"Covid3Month","pyridge","cv"
"Quantiles",101,0.557377049180328,2,"Covid3Month","pyridge","cv"
"FFT coef. (Mag^2 + Angle)",86,0.59016393442623,2,"Covid3Month","pyridge","cv"
"catch22",22,0.540983606557377,3,"Covid3Month","pyridge","cv"
"feasts",40,0.508196721311475,3,"Covid3Month","pyridge","cv"
"tsfeatures",59,0.573770491803279,3,"Covid3Month","pyridge","cv"
"TSFEL",145,0.60655737704918,3,"Covid3Month","pyridge","cv"
"Kats",36,0.573770491803279,3,"Covid3Month","pyridge","cv"
"tsfresh",500,0.60655737704918,3,"Covid3Month","pyridge","cv"
"FFT (Mag^2 + Angle) + quantiles",187,0.540983606557377,3,"Covid3Month","pyridge","cv"
"Quantiles",101,0.540983606557377,3,"Covid3Month","pyridge","cv"
