"feature_set","num_features","accuracy","resample","problem","classifier","penalty"
"catch22",20,0.6877964639931,1,"MelbournePedestrian","pyridge","cv"
"feasts",39,0.810694264769297,1,"MelbournePedestrian","pyridge","cv"
"tsfeatures",54,0.809400603708495,1,"MelbournePedestrian","pyridge","cv"
"TSFEL",126,0.849504096593359,1,"MelbournePedestrian","pyridge","cv"
"Kats",36,0.774040534713238,1,"MelbournePedestrian","pyridge","cv"
"tsfresh",369,0.887882708063821,1,"MelbournePedestrian","pyridge","cv"
"FFT (Mag^2 + Angle) + quantiles",127,0.808969383354894,1,"MelbournePedestrian","pyridge","cv"
"Quantiles",101,0.619663648124192,1,"MelbournePedestrian","pyridge","cv"
"FFT coef. (Mag^2 + Angle)",26,0.78137128072445,1,"MelbournePedestrian","pyridge","cv"
"catch22",20,0.698576972833118,2,"MelbournePedestrian","pyridge","cv"
"feasts",39,0.804657179818887,2,"MelbournePedestrian","pyridge","cv"
"tsfeatures",54,0.801207416990082,2,"MelbournePedestrian","pyridge","cv"
"TSFEL",126,0.828805519620526,2,"MelbournePedestrian","pyridge","cv"
"Kats",36,0.78094006037085,2,"MelbournePedestrian","pyridge","cv"
"tsfresh",369,0.871927554980595,2,"MelbournePedestrian","pyridge","cv"
"FFT (Mag^2 + Angle) + quantiles",127,0.811556705476498,2,"MelbournePedestrian","pyridge","cv"
"Quantiles",101,0.634325140146615,2,"MelbournePedestrian","pyridge","cv"
"FFT coef. (Mag^2 + Angle)",26,0.767572229409228,2,"MelbournePedestrian","pyridge","cv"
"catch22",20,0.694695989650712,3,"MelbournePedestrian","pyridge","cv"
"feasts",39,0.800776196636481,3,"MelbournePedestrian","pyridge","cv"
"tsfeatures",54,0.800776196636481,3,"MelbournePedestrian","pyridge","cv"
"TSFEL",126,0.837861147046141,3,"MelbournePedestrian","pyridge","cv"
"Kats",36,0.770590771884433,3,"MelbournePedestrian","pyridge","cv"
"tsfresh",369,0.881845623113411,3,"MelbournePedestrian","pyridge","cv"
"FFT (Mag^2 + Angle) + quantiles",127,0.808538163001294,3,"MelbournePedestrian","pyridge","cv"
"Quantiles",101,0.630012936610608,3,"MelbournePedestrian","pyridge","cv"
"FFT coef. (Mag^2 + Angle)",26,0.771884432945235,3,"MelbournePedestrian","pyridge","cv"
"catch22",20,0.690815006468305,4,"MelbournePedestrian","pyridge","cv"
"feasts",39,0.818025010780509,4,"MelbournePedestrian","pyridge","cv"
"tsfeatures",54,0.794739111686072,4,"MelbournePedestrian","pyridge","cv"
"TSFEL",126,0.846916774471755,4,"MelbournePedestrian","pyridge","cv"
"Kats",36,0.775765416127641,4,"MelbournePedestrian","pyridge","cv"
"tsfresh",370,0.883570504527814,4,"MelbournePedestrian","pyridge","cv"
"FFT (Mag^2 + Angle) + quantiles",127,0.803363518758085,4,"MelbournePedestrian","pyridge","cv"
"Quantiles",101,0.628288055196205,4,"MelbournePedestrian","pyridge","cv"
"FFT coef. (Mag^2 + Angle)",26,0.766278568348426,4,"MelbournePedestrian","pyridge","cv"
"catch22",20,0.703320396722725,5,"MelbournePedestrian","pyridge","cv"
"feasts",39,0.820181112548512,5,"MelbournePedestrian","pyridge","cv"
"tsfeatures",54,0.818025010780509,5,"MelbournePedestrian","pyridge","cv"
"TSFEL",126,0.861578266494179,5,"MelbournePedestrian","pyridge","cv"
"Kats",36,0.784821043553256,5,"MelbournePedestrian","pyridge","cv"
"tsfresh",370,0.887020267356619,5,"MelbournePedestrian","pyridge","cv"
"FFT (Mag^2 + Angle) + quantiles",127,0.8124191461837,5,"MelbournePedestrian","pyridge","cv"
"Quantiles",101,0.618369987063389,5,"MelbournePedestrian","pyridge","cv"
"FFT coef. (Mag^2 + Angle)",26,0.771453212591634,5,"MelbournePedestrian","pyridge","cv"
"catch22",20,0.686071582578698,6,"MelbournePedestrian","pyridge","cv"
"feasts",39,0.811125485122898,6,"MelbournePedestrian","pyridge","cv"
"tsfeatures",54,0.813281586890901,6,"MelbournePedestrian","pyridge","cv"
"TSFEL",126,0.834411384217335,6,"MelbournePedestrian","pyridge","cv"
"Kats",36,0.790858128503665,6,"MelbournePedestrian","pyridge","cv"
"tsfresh",370,0.875377317809401,6,"MelbournePedestrian","pyridge","cv"
"FFT (Mag^2 + Angle) + quantiles",127,0.80638206123329,6,"MelbournePedestrian","pyridge","cv"
"Quantiles",101,0.627425614489004,6,"MelbournePedestrian","pyridge","cv"
"FFT coef. (Mag^2 + Angle)",26,0.772315653298836,6,"MelbournePedestrian","pyridge","cv"
