"feature_set","num_features","accuracy","resample","problem","classifier","penalty"
"catch22",22,0.670807453416149,1,"SharePriceIncrease","pyridge","cv"
"feasts",39,0.683229813664596,1,"SharePriceIncrease","pyridge","cv"
"tsfeatures",57,0.678053830227743,1,"SharePriceIncrease","pyridge","cv"
"TSFEL",143,0.686335403726708,1,"SharePriceIncrease","pyridge","cv"
"Kats",36,0.686335403726708,1,"SharePriceIncrease","pyridge","cv"
"tsfresh",454,0.686335403726708,1,"SharePriceIncrease","pyridge","cv"
"FFT (Mag^2 + Angle) + quantiles",163,0.686335403726708,1,"SharePriceIncrease","pyridge","cv"
"Quantiles",101,0.686335403726708,1,"SharePriceIncrease","pyridge","cv"
"FFT coef. (Mag^2 + Angle)",62,0.686335403726708,1,"SharePriceIncrease","pyridge","cv"
"catch22",22,0.686335403726708,2,"SharePriceIncrease","pyridge","cv"
"feasts",39,0.684265010351967,2,"SharePriceIncrease","pyridge","cv"
"tsfeatures",57,0.669772256728778,2,"SharePriceIncrease","pyridge","cv"
"TSFEL",142,0.686335403726708,2,"SharePriceIncrease","pyridge","cv"
"Kats",36,0.686335403726708,2,"SharePriceIncrease","pyridge","cv"
"tsfresh",454,0.685300207039337,2,"SharePriceIncrease","pyridge","cv"
"FFT (Mag^2 + Angle) + quantiles",163,0.686335403726708,2,"SharePriceIncrease","pyridge","cv"
"Quantiles",101,0.687370600414079,2,"SharePriceIncrease","pyridge","cv"
"FFT coef. (Mag^2 + Angle)",62,0.686335403726708,2,"SharePriceIncrease","pyridge","cv"
"catch22",22,0.686335403726708,3,"SharePriceIncrease","pyridge","cv"
"feasts",39,0.686335403726708,3,"SharePriceIncrease","pyridge","cv"
"tsfeatures",57,0.686335403726708,3,"SharePriceIncrease","pyridge","cv"
"TSFEL",143,0.686335403726708,3,"SharePriceIncrease","pyridge","cv"
"Kats",36,0.686335403726708,3,"SharePriceIncrease","pyridge","cv"
"tsfresh",454,0.686335403726708,3,"SharePriceIncrease","pyridge","cv"
"FFT (Mag^2 + Angle) + quantiles",163,0.686335403726708,3,"SharePriceIncrease","pyridge","cv"
"Quantiles",101,0.686335403726708,3,"SharePriceIncrease","pyridge","cv"
"FFT coef. (Mag^2 + Angle)",62,0.686335403726708,3,"SharePriceIncrease","pyridge","cv"
"catch22",22,0.686335403726708,4,"SharePriceIncrease","pyridge","cv"
"feasts",39,0.686335403726708,4,"SharePriceIncrease","pyridge","cv"
"tsfeatures",57,0.686335403726708,4,"SharePriceIncrease","pyridge","cv"
"TSFEL",143,0.665631469979296,4,"SharePriceIncrease","pyridge","cv"
"Kats",36,0.686335403726708,4,"SharePriceIncrease","pyridge","cv"
"tsfresh",454,0.686335403726708,4,"SharePriceIncrease","pyridge","cv"
"FFT (Mag^2 + Angle) + quantiles",163,0.682194616977226,4,"SharePriceIncrease","pyridge","cv"
"Quantiles",101,0.680124223602484,4,"SharePriceIncrease","pyridge","cv"
"FFT coef. (Mag^2 + Angle)",62,0.686335403726708,4,"SharePriceIncrease","pyridge","cv"
"catch22",22,0.675983436853002,5,"SharePriceIncrease","pyridge","cv"
"feasts",39,0.686335403726708,5,"SharePriceIncrease","pyridge","cv"
"tsfeatures",57,0.686335403726708,5,"SharePriceIncrease","pyridge","cv"
"TSFEL",143,0.686335403726708,5,"SharePriceIncrease","pyridge","cv"
"Kats",36,0.686335403726708,5,"SharePriceIncrease","pyridge","cv"
"tsfresh",454,0.69047619047619,5,"SharePriceIncrease","pyridge","cv"
"FFT (Mag^2 + Angle) + quantiles",163,0.686335403726708,5,"SharePriceIncrease","pyridge","cv"
"Quantiles",101,0.682194616977226,5,"SharePriceIncrease","pyridge","cv"
"FFT coef. (Mag^2 + Angle)",62,0.686335403726708,5,"SharePriceIncrease","pyridge","cv"
"catch22",22,0.686335403726708,6,"SharePriceIncrease","pyridge","cv"
"feasts",39,0.686335403726708,6,"SharePriceIncrease","pyridge","cv"
"tsfeatures",57,0.686335403726708,6,"SharePriceIncrease","pyridge","cv"
"TSFEL",142,0.670807453416149,6,"SharePriceIncrease","pyridge","cv"
"Kats",36,0.683229813664596,6,"SharePriceIncrease","pyridge","cv"
"tsfresh",454,0.686335403726708,6,"SharePriceIncrease","pyridge","cv"
"FFT (Mag^2 + Angle) + quantiles",163,0.686335403726708,6,"SharePriceIncrease","pyridge","cv"
"Quantiles",101,0.686335403726708,6,"SharePriceIncrease","pyridge","cv"
"FFT coef. (Mag^2 + Angle)",62,0.686335403726708,6,"SharePriceIncrease","pyridge","cv"
"catch22",22,0.688405797101449,7,"SharePriceIncrease","pyridge","cv"
"feasts",39,0.686335403726708,7,"SharePriceIncrease","pyridge","cv"
"tsfeatures",57,0.686335403726708,7,"SharePriceIncrease","pyridge","cv"
"TSFEL",143,0.686335403726708,7,"SharePriceIncrease","pyridge","cv"
"Kats",36,0.686335403726708,7,"SharePriceIncrease","pyridge","cv"
"tsfresh",454,0.686335403726708,7,"SharePriceIncrease","pyridge","cv"
"FFT (Mag^2 + Angle) + quantiles",163,0.686335403726708,7,"SharePriceIncrease","pyridge","cv"
"Quantiles",101,0.686335403726708,7,"SharePriceIncrease","pyridge","cv"
"FFT coef. (Mag^2 + Angle)",62,0.686335403726708,7,"SharePriceIncrease","pyridge","cv"
"catch22",22,0.680124223602484,8,"SharePriceIncrease","pyridge","cv"
"feasts",39,0.687370600414079,8,"SharePriceIncrease","pyridge","cv"
"tsfeatures",57,0.686335403726708,8,"SharePriceIncrease","pyridge","cv"
"TSFEL",142,0.666666666666667,8,"SharePriceIncrease","pyridge","cv"
"Kats",36,0.67287784679089,8,"SharePriceIncrease","pyridge","cv"
"tsfresh",454,0.685300207039337,8,"SharePriceIncrease","pyridge","cv"
"FFT (Mag^2 + Angle) + quantiles",163,0.686335403726708,8,"SharePriceIncrease","pyridge","cv"
"Quantiles",101,0.686335403726708,8,"SharePriceIncrease","pyridge","cv"
"FFT coef. (Mag^2 + Angle)",62,0.686335403726708,8,"SharePriceIncrease","pyridge","cv"
"catch22",22,0.686335403726708,9,"SharePriceIncrease","pyridge","cv"
"feasts",39,0.686335403726708,9,"SharePriceIncrease","pyridge","cv"
"tsfeatures",57,0.686335403726708,9,"SharePriceIncrease","pyridge","cv"
"TSFEL",143,0.686335403726708,9,"SharePriceIncrease","pyridge","cv"
"Kats",36,0.679089026915114,9,"SharePriceIncrease","pyridge","cv"
"tsfresh",453,0.686335403726708,9,"SharePriceIncrease","pyridge","cv"
"FFT (Mag^2 + Angle) + quantiles",163,0.686335403726708,9,"SharePriceIncrease","pyridge","cv"
"Quantiles",101,0.686335403726708,9,"SharePriceIncrease","pyridge","cv"
"FFT coef. (Mag^2 + Angle)",62,0.686335403726708,9,"SharePriceIncrease","pyridge","cv"
"catch22",22,0.683229813664596,10,"SharePriceIncrease","pyridge","cv"
"feasts",39,0.686335403726708,10,"SharePriceIncrease","pyridge","cv"
"tsfeatures",57,0.686335403726708,10,"SharePriceIncrease","pyridge","cv"
"TSFEL",143,0.686335403726708,10,"SharePriceIncrease","pyridge","cv"
"Kats",36,0.686335403726708,10,"SharePriceIncrease","pyridge","cv"
"tsfresh",454,0.686335403726708,10,"SharePriceIncrease","pyridge","cv"
"FFT (Mag^2 + Angle) + quantiles",163,0.686335403726708,10,"SharePriceIncrease","pyridge","cv"
"Quantiles",101,0.686335403726708,10,"SharePriceIncrease","pyridge","cv"
"FFT coef. (Mag^2 + Angle)",62,0.680124223602484,10,"SharePriceIncrease","pyridge","cv"
"catch22",22,0.686335403726708,11,"SharePriceIncrease","pyridge","cv"
"feasts",39,0.68944099378882,11,"SharePriceIncrease","pyridge","cv"
"tsfeatures",57,0.686335403726708,11,"SharePriceIncrease","pyridge","cv"
"TSFEL",143,0.686335403726708,11,"SharePriceIncrease","pyridge","cv"
"Kats",36,0.686335403726708,11,"SharePriceIncrease","pyridge","cv"
"tsfresh",454,0.687370600414079,11,"SharePriceIncrease","pyridge","cv"
"FFT (Mag^2 + Angle) + quantiles",163,0.686335403726708,11,"SharePriceIncrease","pyridge","cv"
"Quantiles",101,0.688405797101449,11,"SharePriceIncrease","pyridge","cv"
"FFT coef. (Mag^2 + Angle)",62,0.686335403726708,11,"SharePriceIncrease","pyridge","cv"
"catch22",22,0.686335403726708,12,"SharePriceIncrease","pyridge","cv"
"feasts",39,0.686335403726708,12,"SharePriceIncrease","pyridge","cv"
"tsfeatures",57,0.686335403726708,12,"SharePriceIncrease","pyridge","cv"
