"feature_set","num_features","accuracy","resample","problem","classifier","penalty"
"catch22",22,0.689940828402367,1,"FaceAll","pyridge","cv"
"feasts",38,0.707100591715976,1,"FaceAll","pyridge","cv"
"tsfeatures",59,0.73905325443787,1,"FaceAll","pyridge","cv"
"TSFEL",144,0.783431952662722,1,"FaceAll","pyridge","cv"
"Kats",35,0.68284023668639,1,"FaceAll","pyridge","cv"
"tsfresh",597,0.855621301775148,1,"FaceAll","pyridge","cv"
"FFT (Mag^2 + Angle) + quantiles",233,0.814792899408284,1,"FaceAll","pyridge","cv"
"Quantiles",101,0.486390532544379,1,"FaceAll","pyridge","cv"
"FFT coef. (Mag^2 + Angle)",132,0.733136094674556,1,"FaceAll","pyridge","cv"
"catch22",22,0.707100591715976,2,"FaceAll","pyridge","cv"
"feasts",38,0.788165680473373,2,"FaceAll","pyridge","cv"
"tsfeatures",59,0.843195266272189,2,"FaceAll","pyridge","cv"
"TSFEL",144,0.905917159763314,2,"FaceAll","pyridge","cv"
"Kats",36,0.777514792899408,2,"FaceAll","pyridge","cv"
"tsfresh",602,0.940828402366864,2,"FaceAll","pyridge","cv"
"FFT (Mag^2 + Angle) + quantiles",233,0.848520710059172,2,"FaceAll","pyridge","cv"
"Quantiles",101,0.597041420118343,2,"FaceAll","pyridge","cv"
"FFT coef. (Mag^2 + Angle)",132,0.760355029585799,2,"FaceAll","pyridge","cv"
"catch22",22,0.706508875739645,3,"FaceAll","pyridge","cv"
"feasts",39,0.780473372781065,3,"FaceAll","pyridge","cv"
"tsfeatures",59,0.833136094674556,3,"FaceAll","pyridge","cv"
"TSFEL",144,0.913609467455621,3,"FaceAll","pyridge","cv"
"Kats",35,0.801775147928994,3,"FaceAll","pyridge","cv"
"tsfresh",602,0.950887573964497,3,"FaceAll","pyridge","cv"
"FFT (Mag^2 + Angle) + quantiles",233,0.860355029585799,3,"FaceAll","pyridge","cv"
"Quantiles",101,0.63491124260355,3,"FaceAll","pyridge","cv"
"FFT coef. (Mag^2 + Angle)",132,0.759763313609467,3,"FaceAll","pyridge","cv"
"catch22",22,0.718343195266272,4,"FaceAll","pyridge","cv"
"feasts",38,0.780473372781065,4,"FaceAll","pyridge","cv"
"tsfeatures",59,0.855029585798817,4,"FaceAll","pyridge","cv"
"TSFEL",144,0.910059171597633,4,"FaceAll","pyridge","cv"
"Kats",35,0.801183431952663,4,"FaceAll","pyridge","cv"
"tsfresh",601,0.936686390532544,4,"FaceAll","pyridge","cv"
"FFT (Mag^2 + Angle) + quantiles",233,0.853846153846154,4,"FaceAll","pyridge","cv"
"Quantiles",101,0.625443786982249,4,"FaceAll","pyridge","cv"
"FFT coef. (Mag^2 + Angle)",132,0.757396449704142,4,"FaceAll","pyridge","cv"
"catch22",22,0.723076923076923,5,"FaceAll","pyridge","cv"
