"feature_set","num_features","accuracy","resample","problem","classifier","penalty"
"catch22",22,0.75,1,"BeetleFly","pyridge","cv"
"feasts",37,0.95,1,"BeetleFly","pyridge","cv"
"tsfeatures",59,0.8,1,"BeetleFly","pyridge","cv"
"TSFEL",144,0.9,1,"BeetleFly","pyridge","cv"
"Kats",36,0.75,1,"BeetleFly","pyridge","cv"
"tsfresh",730,0.8,1,"BeetleFly","pyridge","cv"
"FFT (Mag^2 + Angle) + quantiles",301,0.85,1,"BeetleFly","pyridge","cv"
"Quantiles",101,0.85,1,"BeetleFly","pyridge","cv"
"FFT coef. (Mag^2 + Angle)",200,0.8,1,"BeetleFly","pyridge","cv"
"catch22",22,0.8,2,"BeetleFly","pyridge","cv"
"feasts",37,0.8,2,"BeetleFly","pyridge","cv"
"tsfeatures",59,0.8,2,"BeetleFly","pyridge","cv"
"TSFEL",144,0.75,2,"BeetleFly","pyridge","cv"
"Kats",35,0.9,2,"BeetleFly","pyridge","cv"
"tsfresh",731,0.8,2,"BeetleFly","pyridge","cv"
"FFT (Mag^2 + Angle) + quantiles",301,0.8,2,"BeetleFly","pyridge","cv"
"Quantiles",101,0.85,2,"BeetleFly","pyridge","cv"
"FFT coef. (Mag^2 + Angle)",200,0.65,2,"BeetleFly","pyridge","cv"
"catch22",22,0.8,3,"BeetleFly","pyridge","cv"
"feasts",37,0.85,3,"BeetleFly","pyridge","cv"
"tsfeatures",59,0.85,3,"BeetleFly","pyridge","cv"
"TSFEL",144,0.85,3,"BeetleFly","pyridge","cv"
"Kats",36,0.85,3,"BeetleFly","pyridge","cv"
"tsfresh",729,0.85,3,"BeetleFly","pyridge","cv"
"FFT (Mag^2 + Angle) + quantiles",301,0.8,3,"BeetleFly","pyridge","cv"
"Quantiles",101,0.9,3,"BeetleFly","pyridge","cv"
"FFT coef. (Mag^2 + Angle)",200,0.85,3,"BeetleFly","pyridge","cv"
"catch22",22,0.85,4,"BeetleFly","pyridge","cv"
"feasts",37,0.95,4,"BeetleFly","pyridge","cv"
"tsfeatures",59,0.95,4,"BeetleFly","pyridge","cv"
"TSFEL",144,0.9,4,"BeetleFly","pyridge","cv"
"Kats",36,0.85,4,"BeetleFly","pyridge","cv"
"tsfresh",730,0.9,4,"BeetleFly","pyridge","cv"
"FFT (Mag^2 + Angle) + quantiles",301,0.8,4,"BeetleFly","pyridge","cv"
"Quantiles",101,0.65,4,"BeetleFly","pyridge","cv"
"FFT coef. (Mag^2 + Angle)",200,0.85,4,"BeetleFly","pyridge","cv"
"catch22",22,0.8,5,"BeetleFly","pyridge","cv"
"feasts",37,0.9,5,"BeetleFly","pyridge","cv"
"tsfeatures",59,0.9,5,"BeetleFly","pyridge","cv"
"TSFEL",144,0.85,5,"BeetleFly","pyridge","cv"
"Kats",36,0.8,5,"BeetleFly","pyridge","cv"
"tsfresh",730,0.85,5,"BeetleFly","pyridge","cv"
"FFT (Mag^2 + Angle) + quantiles",301,0.9,5,"BeetleFly","pyridge","cv"
"Quantiles",101,0.95,5,"BeetleFly","pyridge","cv"
"FFT coef. (Mag^2 + Angle)",200,0.75,5,"BeetleFly","pyridge","cv"
"catch22",22,0.75,6,"BeetleFly","pyridge","cv"
"feasts",37,0.85,6,"BeetleFly","pyridge","cv"
"tsfeatures",59,0.8,6,"BeetleFly","pyridge","cv"
"TSFEL",144,0.85,6,"BeetleFly","pyridge","cv"
"Kats",36,0.85,6,"BeetleFly","pyridge","cv"
"tsfresh",729,0.8,6,"BeetleFly","pyridge","cv"
"FFT (Mag^2 + Angle) + quantiles",301,0.9,6,"BeetleFly","pyridge","cv"
"Quantiles",101,0.95,6,"BeetleFly","pyridge","cv"
"FFT coef. (Mag^2 + Angle)",200,0.75,6,"BeetleFly","pyridge","cv"
"catch22",22,0.6,7,"BeetleFly","pyridge","cv"
"feasts",37,0.8,7,"BeetleFly","pyridge","cv"
"tsfeatures",59,0.8,7,"BeetleFly","pyridge","cv"
"TSFEL",144,0.8,7,"BeetleFly","pyridge","cv"
"Kats",36,0.8,7,"BeetleFly","pyridge","cv"
"tsfresh",730,0.85,7,"BeetleFly","pyridge","cv"
"FFT (Mag^2 + Angle) + quantiles",301,0.8,7,"BeetleFly","pyridge","cv"
"Quantiles",101,0.85,7,"BeetleFly","pyridge","cv"
"FFT coef. (Mag^2 + Angle)",200,0.75,7,"BeetleFly","pyridge","cv"
"catch22",22,0.8,8,"BeetleFly","pyridge","cv"
"feasts",37,0.85,8,"BeetleFly","pyridge","cv"
"tsfeatures",59,0.8,8,"BeetleFly","pyridge","cv"
"TSFEL",144,0.8,8,"BeetleFly","pyridge","cv"
"Kats",36,0.8,8,"BeetleFly","pyridge","cv"
"tsfresh",729,0.8,8,"BeetleFly","pyridge","cv"
"FFT (Mag^2 + Angle) + quantiles",301,0.7,8,"BeetleFly","pyridge","cv"
"Quantiles",101,0.8,8,"BeetleFly","pyridge","cv"
"FFT coef. (Mag^2 + Angle)",200,0.75,8,"BeetleFly","pyridge","cv"
"catch22",22,0.8,9,"BeetleFly","pyridge","cv"
"feasts",37,0.8,9,"BeetleFly","pyridge","cv"
"tsfeatures",59,0.85,9,"BeetleFly","pyridge","cv"
"TSFEL",144,0.85,9,"BeetleFly","pyridge","cv"
"Kats",36,0.85,9,"BeetleFly","pyridge","cv"
"tsfresh",730,0.8,9,"BeetleFly","pyridge","cv"
"FFT (Mag^2 + Angle) + quantiles",301,0.8,9,"BeetleFly","pyridge","cv"
"Quantiles",101,0.8,9,"BeetleFly","pyridge","cv"
"FFT coef. (Mag^2 + Angle)",200,0.85,9,"BeetleFly","pyridge","cv"
"catch22",22,0.8,10,"BeetleFly","pyridge","cv"
"feasts",37,0.9,10,"BeetleFly","pyridge","cv"
"tsfeatures",59,0.9,10,"BeetleFly","pyridge","cv"
"TSFEL",144,0.8,10,"BeetleFly","pyridge","cv"
"Kats",36,0.7,10,"BeetleFly","pyridge","cv"
"tsfresh",729,0.9,10,"BeetleFly","pyridge","cv"
"FFT (Mag^2 + Angle) + quantiles",301,0.9,10,"BeetleFly","pyridge","cv"
"Quantiles",101,0.65,10,"BeetleFly","pyridge","cv"
"FFT coef. (Mag^2 + Angle)",200,0.85,10,"BeetleFly","pyridge","cv"
"catch22",22,0.75,11,"BeetleFly","pyridge","cv"
"feasts",37,0.8,11,"BeetleFly","pyridge","cv"
"tsfeatures",59,0.8,11,"BeetleFly","pyridge","cv"
"TSFEL",144,0.8,11,"BeetleFly","pyridge","cv"
"Kats",36,0.85,11,"BeetleFly","pyridge","cv"
"tsfresh",730,0.8,11,"BeetleFly","pyridge","cv"
"FFT (Mag^2 + Angle) + quantiles",301,0.75,11,"BeetleFly","pyridge","cv"
"Quantiles",101,0.9,11,"BeetleFly","pyridge","cv"
"FFT coef. (Mag^2 + Angle)",200,0.7,11,"BeetleFly","pyridge","cv"
"catch22",22,0.75,12,"BeetleFly","pyridge","cv"
"feasts",37,0.75,12,"BeetleFly","pyridge","cv"
"tsfeatures",59,0.85,12,"BeetleFly","pyridge","cv"
"TSFEL",144,0.9,12,"BeetleFly","pyridge","cv"
"Kats",36,0.85,12,"BeetleFly","pyridge","cv"
"tsfresh",730,0.7,12,"BeetleFly","pyridge","cv"
"FFT (Mag^2 + Angle) + quantiles",301,0.75,12,"BeetleFly","pyridge","cv"
"Quantiles",101,0.65,12,"BeetleFly","pyridge","cv"
"FFT coef. (Mag^2 + Angle)",200,0.8,12,"BeetleFly","pyridge","cv"
"catch22",22,0.6,13,"BeetleFly","pyridge","cv"
"feasts",37,0.75,13,"BeetleFly","pyridge","cv"
"tsfeatures",58,0.85,13,"BeetleFly","pyridge","cv"
"TSFEL",144,0.85,13,"BeetleFly","pyridge","cv"
"Kats",35,0.7,13,"BeetleFly","pyridge","cv"
"tsfresh",729,0.8,13,"BeetleFly","pyridge","cv"
"FFT (Mag^2 + Angle) + quantiles",301,0.8,13,"BeetleFly","pyridge","cv"
"Quantiles",101,0.8,13,"BeetleFly","pyridge","cv"
"FFT coef. (Mag^2 + Angle)",200,0.8,13,"BeetleFly","pyridge","cv"
"catch22",22,0.75,14,"BeetleFly","pyridge","cv"
"feasts",37,0.8,14,"BeetleFly","pyridge","cv"
"tsfeatures",59,0.9,14,"BeetleFly","pyridge","cv"
"TSFEL",144,0.9,14,"BeetleFly","pyridge","cv"
"Kats",36,0.9,14,"BeetleFly","pyridge","cv"
"tsfresh",728,0.75,14,"BeetleFly","pyridge","cv"
"FFT (Mag^2 + Angle) + quantiles",301,0.95,14,"BeetleFly","pyridge","cv"
"Quantiles",101,0.9,14,"BeetleFly","pyridge","cv"
"FFT coef. (Mag^2 + Angle)",200,0.8,14,"BeetleFly","pyridge","cv"
"catch22",22,0.8,15,"BeetleFly","pyridge","cv"
"feasts",37,0.85,15,"BeetleFly","pyridge","cv"
"tsfeatures",58,0.85,15,"BeetleFly","pyridge","cv"
"TSFEL",144,0.85,15,"BeetleFly","pyridge","cv"
"Kats",36,0.75,15,"BeetleFly","pyridge","cv"
"tsfresh",729,0.75,15,"BeetleFly","pyridge","cv"
"FFT (Mag^2 + Angle) + quantiles",301,0.85,15,"BeetleFly","pyridge","cv"
"Quantiles",101,0.85,15,"BeetleFly","pyridge","cv"
"FFT coef. (Mag^2 + Angle)",200,0.75,15,"BeetleFly","pyridge","cv"
"catch22",22,0.75,16,"BeetleFly","pyridge","cv"
"feasts",37,0.8,16,"BeetleFly","pyridge","cv"
"tsfeatures",59,0.75,16,"BeetleFly","pyridge","cv"
"TSFEL",144,0.85,16,"BeetleFly","pyridge","cv"
"Kats",36,0.85,16,"BeetleFly","pyridge","cv"
"tsfresh",731,0.75,16,"BeetleFly","pyridge","cv"
"FFT (Mag^2 + Angle) + quantiles",301,0.8,16,"BeetleFly","pyridge","cv"
"Quantiles",101,0.8,16,"BeetleFly","pyridge","cv"
"FFT coef. (Mag^2 + Angle)",200,0.85,16,"BeetleFly","pyridge","cv"
"catch22",22,0.6,17,"BeetleFly","pyridge","cv"
"feasts",37,0.75,17,"BeetleFly","pyridge","cv"
"tsfeatures",59,0.8,17,"BeetleFly","pyridge","cv"
"TSFEL",144,0.65,17,"BeetleFly","pyridge","cv"
"Kats",36,0.85,17,"BeetleFly","pyridge","cv"
"tsfresh",731,0.85,17,"BeetleFly","pyridge","cv"
"FFT (Mag^2 + Angle) + quantiles",301,0.85,17,"BeetleFly","pyridge","cv"
"Quantiles",101,0.95,17,"BeetleFly","pyridge","cv"
