"feature_set","num_features","accuracy","resample","problem","classifier","penalty"
"catch22",22,0.619504603812735,1,"ElectricDevices","pyridge","cv"
"feasts",41,0.672545713915186,1,"ElectricDevices","pyridge","cv"
"tsfeatures",59,0.69135001945273,1,"ElectricDevices","pyridge","cv"
"TSFEL",146,0.683957982103489,1,"ElectricDevices","pyridge","cv"
"Kats",36,0.635326157437427,1,"ElectricDevices","pyridge","cv"
"tsfresh",536,0.729347685125146,1,"ElectricDevices","pyridge","cv"
"FFT (Mag^2 + Angle) + quantiles",199,0.578394501361691,1,"ElectricDevices","pyridge","cv"
"Quantiles",101,0.48852288937881,1,"ElectricDevices","pyridge","cv"
"FFT coef. (Mag^2 + Angle)",98,0.451562702632603,1,"ElectricDevices","pyridge","cv"
"catch22",22,0.745558293347166,2,"ElectricDevices","pyridge","cv"
"feasts",41,0.763584489690053,2,"ElectricDevices","pyridge","cv"
"tsfeatures",59,0.817144339255609,2,"ElectricDevices","pyridge","cv"
"TSFEL",146,0.812735053819219,2,"ElectricDevices","pyridge","cv"
"Kats",36,0.754247179354169,2,"ElectricDevices","pyridge","cv"
"tsfresh",536,0.86512773959279,2,"ElectricDevices","pyridge","cv"
"FFT (Mag^2 + Angle) + quantiles",199,0.73258980676955,2,"ElectricDevices","pyridge","cv"
"Quantiles",101,0.549474776293607,2,"ElectricDevices","pyridge","cv"
"FFT coef. (Mag^2 + Angle)",98,0.551290364414473,2,"ElectricDevices","pyridge","cv"
"catch22",22,0.746336402541823,3,"ElectricDevices","pyridge","cv"
"feasts",41,0.769939048113085,3,"ElectricDevices","pyridge","cv"
"tsfeatures",59,0.818700557644923,3,"ElectricDevices","pyridge","cv"
"TSFEL",146,0.806380495396187,3,"ElectricDevices","pyridge","cv"
"Kats",36,0.75152379717287,3,"ElectricDevices","pyridge","cv"
"tsfresh",536,0.870315134223836,3,"ElectricDevices","pyridge","cv"
"FFT (Mag^2 + Angle) + quantiles",199,0.731941382440669,3,"ElectricDevices","pyridge","cv"
"Quantiles",101,0.545584230320322,3,"ElectricDevices","pyridge","cv"
"FFT coef. (Mag^2 + Angle)",98,0.541304629749708,3,"ElectricDevices","pyridge","cv"
"catch22",22,0.745169238749838,4,"ElectricDevices","pyridge","cv"
"feasts",39,0.769290623784204,4,"ElectricDevices","pyridge","cv"
"tsfeatures",59,0.816495914926728,4,"ElectricDevices","pyridge","cv"
"TSFEL",146,0.817144339255609,4,"ElectricDevices","pyridge","cv"
"Kats",36,0.757748670730126,4,"ElectricDevices","pyridge","cv"
"tsfresh",535,0.869666709894955,4,"ElectricDevices","pyridge","cv"
"FFT (Mag^2 + Angle) + quantiles",199,0.733108546232655,4,"ElectricDevices","pyridge","cv"
"Quantiles",101,0.539099987031513,4,"ElectricDevices","pyridge","cv"
"FFT coef. (Mag^2 + Angle)",98,0.545843600051874,4,"ElectricDevices","pyridge","cv"
"catch22",22,0.747633251199585,5,"ElectricDevices","pyridge","cv"
"feasts",39,0.772403060562832,5,"ElectricDevices","pyridge","cv"
"tsfeatures",59,0.821812994423551,5,"ElectricDevices","pyridge","cv"
"TSFEL",146,0.81675528465828,5,"ElectricDevices","pyridge","cv"
"Kats",36,0.755284658280379,5,"ElectricDevices","pyridge","cv"
"tsfresh",535,0.870444819089612,5,"ElectricDevices","pyridge","cv"
"FFT (Mag^2 + Angle) + quantiles",199,0.73596161327973,5,"ElectricDevices","pyridge","cv"
"Quantiles",101,0.541174944883932,5,"ElectricDevices","pyridge","cv"
"FFT coef. (Mag^2 + Angle)",98,0.549474776293607,5,"ElectricDevices","pyridge","cv"
"catch22",22,0.743613020360524,6,"ElectricDevices","pyridge","cv"
"feasts",41,0.768253144857995,6,"ElectricDevices","pyridge","cv"
"tsfeatures",59,0.818959927376475,6,"ElectricDevices","pyridge","cv"
"TSFEL",146,0.80897419271171,6,"ElectricDevices","pyridge","cv"
"Kats",36,0.749708209052004,6,"ElectricDevices","pyridge","cv"
"tsfresh",536,0.866165218518999,6,"ElectricDevices","pyridge","cv"
"FFT (Mag^2 + Angle) + quantiles",199,0.728958630527817,6,"ElectricDevices","pyridge","cv"
"Quantiles",101,0.53819219297108,6,"ElectricDevices","pyridge","cv"
"FFT coef. (Mag^2 + Angle)",98,0.541823369212813,6,"ElectricDevices","pyridge","cv"
"catch22",22,0.743353650628972,7,"ElectricDevices","pyridge","cv"
"feasts",41,0.769160938918428,7,"ElectricDevices","pyridge","cv"
"tsfeatures",59,0.818830242510699,7,"ElectricDevices","pyridge","cv"
"TSFEL",146,0.810919465698353,7,"ElectricDevices","pyridge","cv"
"Kats",36,0.753987809622617,7,"ElectricDevices","pyridge","cv"
"tsfresh",536,0.867332382310984,7,"ElectricDevices","pyridge","cv"
