"feature_set","num_features","accuracy","resample","problem","classifier","penalty"
"catch22",22,0.685714285714286,1,"Ham","pyridge","cv"
"feasts",37,0.580952380952381,1,"Ham","pyridge","cv"
"tsfeatures",59,0.619047619047619,1,"Ham","pyridge","cv"
"TSFEL",144,0.657142857142857,1,"Ham","pyridge","cv"
"Kats",34,0.638095238095238,1,"Ham","pyridge","cv"
"tsfresh",738,0.657142857142857,1,"Ham","pyridge","cv"
"FFT (Mag^2 + Angle) + quantiles",301,0.676190476190476,1,"Ham","pyridge","cv"
"Quantiles",101,0.666666666666667,1,"Ham","pyridge","cv"
"FFT coef. (Mag^2 + Angle)",200,0.619047619047619,1,"Ham","pyridge","cv"
"catch22",22,0.628571428571429,2,"Ham","pyridge","cv"
"feasts",37,0.580952380952381,2,"Ham","pyridge","cv"
"tsfeatures",59,0.676190476190476,2,"Ham","pyridge","cv"
"TSFEL",144,0.714285714285714,2,"Ham","pyridge","cv"
"Kats",34,0.552380952380952,2,"Ham","pyridge","cv"
"tsfresh",738,0.723809523809524,2,"Ham","pyridge","cv"
"FFT (Mag^2 + Angle) + quantiles",301,0.657142857142857,2,"Ham","pyridge","cv"
"Quantiles",101,0.628571428571429,2,"Ham","pyridge","cv"
"FFT coef. (Mag^2 + Angle)",200,0.657142857142857,2,"Ham","pyridge","cv"
"catch22",22,0.59047619047619,3,"Ham","pyridge","cv"
"feasts",37,0.580952380952381,3,"Ham","pyridge","cv"
"tsfeatures",59,0.60952380952381,3,"Ham","pyridge","cv"
"TSFEL",144,0.742857142857143,3,"Ham","pyridge","cv"
"Kats",34,0.685714285714286,3,"Ham","pyridge","cv"
"tsfresh",737,0.733333333333333,3,"Ham","pyridge","cv"
"FFT (Mag^2 + Angle) + quantiles",301,0.742857142857143,3,"Ham","pyridge","cv"
"Quantiles",101,0.695238095238095,3,"Ham","pyridge","cv"
"FFT coef. (Mag^2 + Angle)",200,0.742857142857143,3,"Ham","pyridge","cv"
"catch22",22,0.638095238095238,4,"Ham","pyridge","cv"
"feasts",37,0.638095238095238,4,"Ham","pyridge","cv"
"tsfeatures",59,0.628571428571429,4,"Ham","pyridge","cv"
"TSFEL",144,0.742857142857143,4,"Ham","pyridge","cv"
"Kats",35,0.685714285714286,4,"Ham","pyridge","cv"
"tsfresh",738,0.761904761904762,4,"Ham","pyridge","cv"
"FFT (Mag^2 + Angle) + quantiles",301,0.752380952380952,4,"Ham","pyridge","cv"
"Quantiles",101,0.619047619047619,4,"Ham","pyridge","cv"
"FFT coef. (Mag^2 + Angle)",200,0.733333333333333,4,"Ham","pyridge","cv"
"catch22",22,0.619047619047619,5,"Ham","pyridge","cv"
"feasts",37,0.638095238095238,5,"Ham","pyridge","cv"
"tsfeatures",59,0.761904761904762,5,"Ham","pyridge","cv"
